node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,zone_stamp_guid,room_name,room_number,room_height,embedded_in_wall_guid,marker_guid
303,Wall,07B6BC5C-65F0-8C51-AF79-F95FCDD80639,,,3.04,,,Parede-011,496.96,-332.56,3.0,497.81,-329.54,13.91,0.20,10.91,0.0,,,,,,,
304,Wall,1F6DD5C5-DC93-A9D2-BF80-954F60FEF13D,,,7.14,,,Parede-012,495.4,-329.59,2.99,497.15,-322.58,17.99,0.20,15.00,0.0,,,,,,,
305,Wall,701BDD13-5A2B-D0A7-E3E6-2DF0F591A39D,,,2.50,,,Parede-013,494.86,-322.62,2.99,495.6,-320.14,18.13,0.20,15.14,0.0,,,,,,,
306,Wall,3E07AF49-9628-5DC6-DD6D-1BD2100C9284,,,2.53,,,Parede-014,494.3,-320.18,3.19,495.05,-317.66,14.15,0.20,10.96,0.0,,,,,,,
307,Wall,8F4DE35F-0EAA-A641-500E-18E36C943F30,,,7.75,,,Parede-016,492.62,-317.71,3.19,494.5,-310.1,14.15,0.20,10.96,0.0,,,,,,,
308,Wall,79055324-E93B-A3AF-41D2-BAB5D02F94BC,,,3.32,,,Parede-010,492.54,-310.36,2.99,495.82,-309.45,13.95,0.20,10.96,0.0,,,,,,,
309,Wall,CE597721-4734-F95A-2DF4-C14EC05F7DAE,,,3.35,,,Parede-011,491.63,-310.21,1.19,492.54,-306.89,12.37,0.20,11.18,0.0,,,,,,,
310,Wall,D53DA737-1C74-A062-6C6F-5D33D05BCE9D,,,3.42,,,Parede-011,488.48,-307.83,1.39,491.87,-306.89,12.37,0.20,10.98,0.0,,,,,,,
311,Wall,02642473-77C2-5270-7FB3-485915BD686F,,,4.55,,,Parede-011,454.48,-286.98,2.93,455.65,-282.49,11.89,0.20,8.96,0.0,,,,,,,
312,Wall,49AD26F7-152C-067E-6E12-96EA289E9731,,,29.01,,,Parede-012,455.36,-286.98,2.93,480.79,-272.66,16.05,0.20,13.12,0.0,89ECE2E0-68CA-8DA1-5D44-046EADBAC03A,,,,,,
313,Wall,C0DF24EC-D64E-9411-691A-5CCE60BC4E3A,,,10.35,,,Parede-013,478.36,-272.87,2.93,480.79,-262.73,16.05,0.20,13.12,0.0,,,,,,,
314,Wall,4C728FA7-7463-D132-3A7B-A4C233664BF5,,,5.52,,,Parede-012,487.09,-307.68,2.93,488.48,-302.25,14.95,0.20,12.02,0.0,,,,,,,
315,Wall,53A4C8D7-6F62-C498-BCCB-79F6009E1246,,,29.10,,,Parede-013,461.98,-316.79,2.93,487.39,-302.25,14.95,0.20,12.02,0.0,60BB81D0-D1A5-E963-70EE-22261FD4A912,,,,,,
316,Wall,A863D937-DC9F-48E2-7FF2-2EBEBD77914C,,,7.30,,,Parede-015,497.61,-339.68,2.99,499.39,-332.51,9.95,0.20,6.96,0.0,,,,,,,
317,Wall,18FD0C9D-129D-356E-7638-139445B2FD1D,,,35.09,,,Parede-014,465.06,-347.09,2.99,499.39,-339.44,9.95,0.20,6.96,0.0,,,,,,,
318,Wall,F09A0DBE-9738-8E10-7CD6-88A3F53AB9D7,,,3.49,,,Parede-016,472.88,-237.24,2.93,476.33,-236.29,14.95,0.20,12.02,0.0,,,,,,,
319,Wall,EBF57C58-FEC3-3F29-8894-4F81CBC60C45,,,4.72,,,Parede-015,471.67,-237.09,2.93,472.88,-232.43,14.95,0.20,12.02,0.0,,,,,,,
320,Wall,96EC91FE-43A6-8B1E-59E6-3F37CAB80999,,,28.47,,,Parede-014,447.23,-246.88,2.93,471.96,-232.43,14.95,0.20,12.02,0.0,,,,,,,
321,Wall,0149ABB7-A5B7-AFA5-D541-CEBB4A6BF6BA,,,10.33,,,Parede-013,447.23,-256.82,2.93,449.56,-246.67,14.95,0.20,12.02,0.0,,,,,,,
322,Wall,9FC98A47-5A49-7F93-E435-A5E71F75A302,,,4.15,,,Parede-012,445.31,-257.89,2.93,449.41,-256.82,9.95,0.20,7.02,0.0,,,,,,,
323,Wall,50CCB7B8-9EC4-9D2E-CA10-73D6F8BAE0AB,,,0.81,,,Parede-008,453.08,-325.05,3.06,453.91,-324.68,5.06,0.20,2.00,0.0,,,,,,,
324,Wall,60DBF6EC-5839-43D8-D4B4-4937D54E5333,,,1.09,,,Parede-008,498.37,-307.69,2.99,499.48,-307.26,4.96,0.20,1.97,0.0,,,,,,,
325,Wall,D1423E02-599B-EA94-794A-67CB8F75B694,,,0.01,,,Parede-014,479.52,-251.35,2.93,479.58,-251.15,15.84,0.20,12.91,0.0,,,,,,,
326,Wall,89241A54-4595-4307-AB16-E28AF8659EF1,,,9.41,,,Parede-008,427.85,-296.22,0.23,430.48,-286.99,6.26,0.40,6.03,0.0,,,,,,,
327,Wall,02F62DD8-7893-470C-BB91-F4D2208A2C33,,,34.87,,,adm,399.49,-312.48,2.73,430.48,-295.78,6.26,0.40,3.53,0.0,,,,,,,
328,Wall,C4856948-C128-428F-A8DD-A2525208D646,,,4.49,,,Parede-008,428.15,-286.99,2.74,432.61,-285.53,6.26,0.40,3.52,0.0,,,,,,,
329,Wall,73973938-71A4-4F96-997C-3554147D6066,,,3.38,,,Parede-009,408.46,-310.81,0.23,410.15,-307.77,6.26,0.12,6.03,0.0,,,,,,,
330,Wall,87582DA3-BB48-42BB-8F68-ACF1DB6E110B,,,3.38,,,adm,399.33,-315.65,0.23,401.26,-312.48,6.13,0.40,5.90,0.0,,,,,,,
331,Wall,62CEC222-5CB1-48A3-8E93-53B57EEE3FB3,,,3.38,,,Parede-011,404.04,-313.15,0.23,405.73,-310.11,6.26,0.12,6.03,0.0,,,,,,,
332,Wall,67BF2DD5-D0D8-4A1A-B5A1-C3631B3A2256,,,21.68,,,adm,401.24,-315.52,2.92,420.44,-305.25,6.26,0.12,3.34,0.0,"3291E5FF-FB64-4C33-8C76-A02256D60DDA, 45A21AA1-41A0-4128-B915-B3F7DDE3EE60",,,,,,
333,Wall,A2ED5C01-7634-496F-9F0B-0B935790FC7B,,,2.12,,,Parede-011,413.15,-307.25,0.23,415.07,-306.15,6.26,0.12,6.03,0.0,,,,,,,
334,Wall,71DCDB82-1E56-4E91-9294-D74C3532E6A4,,,3.38,,,Parede-011,414.22,-307.75,0.23,415.91,-304.71,6.26,0.12,6.03,0.0,"4704371A-5AE0-4C81-9F88-CC09B7CD645C, 16EC3561-59A3-4D99-A78E-CD1FC3FAB11B",,,,,,
335,Wall,22B01D96-2A29-4827-908F-61345696B527,,,3.32,,,adm,418.83,-305.25,2.92,420.49,-302.26,6.26,0.12,3.34,0.0,14B12EA6-BD84-4ABD-9D72-EBBC285A3A60,,,,,,
336,Wall,01F25DD6-4409-45DC-9D20-4D5AC712C8B0,,,3.44,,,Parede-009,426.12,-301.48,2.92,427.84,-298.39,6.26,0.12,3.34,0.0,,,,,,,
337,Wall,0A233644-0281-42D2-BB99-538AAC83BA9E,,,2.46,,,adm,409.29,-309.37,0.23,411.52,-308.11,6.26,0.12,6.03,0.0,7CEDA1F6-F689-4E1C-9F22-40C9ACAF5508,,,,,,
338,Wall,9A78B35D-15B3-4BE5-9AB7-B248B263E7D4,,,1.66,,,adm,410.58,-308.16,0.23,411.46,-306.64,6.26,0.12,6.03,0.0,,,,,,,
339,Wall,96969996-F932-4EFD-93EA-A04257F3ADCB,,,3.38,,,Parede-011,412.34,-308.74,0.23,414.03,-305.7,6.26,0.12,6.03,0.0,,,,,,,
340,Wall,53D54BA5-DB6F-455B-A593-774D35ABD009,,,0.07,,,adm,407.58,-312.17,3.08,408.46,-311.66,5.08,0.96,2.00,0.0,,,,,,,
341,Wall,A796C62E-89BC-4C00-9969-A280C2E2A3FF,,,0.07,,,adm,402.82,-314.7,3.08,403.49,-314.3,5.08,0.72,2.00,0.0,,,,,,,
342,Wall,7385F43D-276E-415B-9C58-0B7AEE8816AB,,,0.04,,,adm,412.07,-309.8,3.08,414.36,-308.56,5.08,2.56,2.00,0.0,,,,,,,
343,Wall,BED67B58-B700-4891-857B-69E39EF5D336,,,8.20,,,Parede-009,420.44,-305.33,2.92,427.74,-301.37,6.26,0.12,3.34,0.0,DF467850-6A2C-4363-A039-8E144779C5B5,,,,,,
344,Wall,0605FBAA-AB74-4378-B112-84F008593752,,,12.10,,,Parede-008,431.41,-297.97,0.23,434.4,-286.19,6.26,0.12,6.03,0.0,9F6D8EE5-E70F-4E64-8B1F-739DCD5BAE1A,,,,,,
345,Wall,3DDC9B71-2B25-4948-8731-C00F24F232DA,,,7.43,,,Parede-009,427.79,-301.42,2.92,434.4,-297.83,6.26,0.12,3.34,0.0,FC40218C-ED4C-43D5-B820-72AC368B1B75,,,,,,
346,Wall,4F4BE2C8-F07F-18A7-3CE7-FF20A782B970,,,21.64,,,Parede-013,427.13,-284.54,2.86,432.46,-263.48,13.01,0.20,10.14,0.0,,,,,,,
347,Wall,4CD34A5E-249D-4AA5-909D-1EB06BE493DA,,,0.13,,,Parede-010,410.8,-300.0,10.0,410.94,-299.88,11.1,0.12,1.10,0.0,,,,,,,
348,Wall,BAE57D16-58FD-4440-93C3-1EBADE63D5D3,,,0.23,,,Parede-011,410.94,-300.0,10.0,411.2,-299.85,11.1,0.12,1.10,0.0,,,,,,,
349,Wall,8F569895-33A7-4A30-B64F-62C2BB6786EB,,,0.35,,,Parede-012,411.17,-299.96,10.0,411.54,-299.73,11.1,0.12,1.10,0.0,,,,,,,
350,Wall,9DC887D0-1B52-443D-AA3B-EEBAFCD0D32B,,,0.65,,,Parede-013,411.5,-299.84,10.0,412.14,-299.55,11.1,0.12,1.10,0.0,,,,,,,
351,Wall,90630ACA-7421-4F03-B6DA-631F274CB029,,,0.43,,,Parede-014,412.12,-299.67,10.0,412.58,-299.46,11.1,0.12,1.10,0.0,,,,,,,
352,Wall,B557C4F1-FE4E-4936-B961-A513E4D0266A,,,0.50,,,Parede-015,412.54,-299.57,10.0,413.02,-299.13,11.1,0.12,1.10,0.0,,,,,,,
353,Wall,B00C9B15-6854-4D69-BC39-C08823F89C34,,,0.61,,,Parede-016,412.92,-299.19,10.0,413.18,-298.53,11.1,0.12,1.10,0.0,,,,,,,
354,Wall,4F070791-856B-4148-A4D0-637147C49BCE,,,0.60,,,Parede-017,413.04,-298.54,10.0,413.18,-297.93,11.1,0.12,1.10,0.0,,,,,,,
355,Wall,807D4DA7-E8E1-4699-BA39-1E65D58E7724,,,1.36,,,Parede-018,413.03,-297.94,10.0,413.28,-296.58,11.1,0.12,1.10,0.0,,,,,,,
356,Wall,8464995E-0A19-4DA7-8481-01643E0739E8,,,0.52,,,Parede-019,413.17,-296.62,10.0,413.4,-296.08,11.1,0.12,1.10,0.0,,,,,,,
357,Wall,2FC336EC-B267-4DE1-A0AA-27F64A346AC2,,,0.50,,,Parede-020,413.25,-296.1,10.0,413.42,-295.55,11.1,0.12,1.10,0.0,,,,,,,
358,Wall,3D766522-BF20-4FF9-A6B3-58425F79980F,,,0.61,,,Parede-021,412.88,-295.58,10.0,413.36,-295.0,11.1,0.12,1.10,0.0,,,,,,,
359,Wall,9CADB0B4-F44C-4578-B002-3006FA434B53,,,1.29,,,Parede-022,411.62,-295.09,10.0,412.95,-294.65,11.1,0.12,1.10,0.0,,,,,,,
360,Wall,7DEC3E8E-41F6-443D-970A-F3E3471C8E2D,,,1.15,,,Parede-023,410.47,-295.08,10.0,411.63,-294.66,11.1,0.12,1.10,0.0,,,,,,,
361,Wall,37E64998-5822-4A6A-A8A1-3610B0603622,,,14.44,,,Parede-024,409.92,-290.98,10.0,424.36,-290.83,12.5,0.15,2.50,0.0,B4ACA8DF-1D3B-498D-9CC6-E111EA86A869,,,,,,
362,Wall,A5D287A9-9578-4098-B839-1EEBC74CC884,,,43.20,,,CAIXILHO,425.06,-368.03,9.63,444.13,-329.1,19.26,0.18,9.63,0.0,,,,,,,
363,Wall,C1A79509-AF60-4A80-9F14-B66448E1F369,,,38.41,,,CAIXILHO,425.04,-329.09,9.44,425.22,-290.68,19.07,0.18,9.63,0.0,,,,,,,
364,Wall,137BCE47-4D52-4F46-9D66-182EB5E927AB,,,42.01,,,CAIXILHO,409.06,-332.7,9.63,409.25,-290.68,19.38,0.18,9.75,0.0,,,,,,,
365,Wall,5A3F5DA0-9B77-4DF9-8DAE-ECDC42A96CEB,,,46.58,,,CAIXILHO,409.07,-374.59,9.69,429.6,-332.62,18.31,0.18,8.62,0.0,,,,,,,
366,Wall,B483A19F-920A-437C-AA3F-35555B2DFB1E,,,27.67,,,Parede-030,428.91,-362.39,1.06,442.85,-338.09,1.56,0.40,0.50,0.0,,,,,,,
367,Wall,5C77072E-8B5C-462B-AA20-BEC47B1586C7,,,0.21,,,Parede-034,423.89,-350.54,16.18,424.09,-350.42,16.63,0.03,0.45,0.0,,,,,,,
368,Slab,18C7E4E1-59F2-42F2-8195-D14908119E50,,,,,,LAJE PRINCIPAL,409.64,-374.33,9.65,443.38,-290.86,10.0,,,0.0,,,,,,,
369,Slab,18941CF9-DA14-49F9-ACAA-C61B70F92093,,,,,,PISO CAFÃ‰,409.84,-319.02,10.0,417.04,-290.98,10.01,,,0.0,,,,,,,
370,Slab,177BBB8B-3A4D-4533-9DED-3422A4F989B2,,,,,,ANDAR ACIMA,415.84,-340.11,10.0,422.63,-333.43,10.01,,,0.0,,,,,,,
371,Slab,964C5A25-B7BD-4F9D-AF2A-AE21DCF579C3,,,,,,ANDAR ACIMA,419.97,-347.82,10.0,426.69,-337.05,10.01,,,0.0,,,,,,,
372,Slab,39F3AA42-66DB-4F7C-8B67-8A8B1DB69317,,,,,,ANDAR ACIMA,421.68,-352.94,10.0,430.3,-347.15,10.01,,,0.0,,,,,,,
373,Slab,3277DDE4-76BC-42E8-A2D1-77BC9E8A690E,,,,,,ANDAR ACIMA,423.21,-359.39,10.0,430.66,-353.53,10.01,,,0.0,,,,,,,
374,Slab,B3757D22-1302-4175-9D46-4B9A4540D31E,,,,,,ANDAR ACIMA,430.01,-360.21,10.0,434.3,-352.97,10.01,,,0.0,,,,,,,
375,Slab,C0988454-717E-475C-AC0B-ABDD062A7708,,,,,,ANDAR ACIMA,427.63,-365.56,10.0,435.86,-360.46,10.01,,,0.0,,,,,,,
376,Slab,D3CA0A03-9404-41C1-96D2-E3DC6D754988,,,,,,ANDAR ACIMA,410.0,-329.91,11.2,410.04,-328.53,11.6,,,0.0,,,,,,,
377,Slab,4A015E9F-2EF8-45D6-AED8-EA5389A2E4F2,,,,,,ANDAR ACIMA,449.01,-379.37,14.06,468.54,-363.99,14.86,,,0.0,,,,,,,
378,Slab,F7736283-2C55-4667-BC3C-E16E3BDD03F3,,,,,,ANDAR ACIMA,442.88,-364.07,9.3,461.16,-348.24,9.7,,,0.0,,,,,,,
379,Slab,901267CC-9C9B-47E9-B3D6-424B48BB711A,,,,,,ANDAR ACIMA,448.52,-361.37,9.7,461.16,-353.89,10.1,,,0.0,,,,,,,
380,Slab,A0DBF24A-B8B1-4FDB-BA52-2146BD462168,,,,,,ANDAR ACIMA,443.87,-364.96,10.1,463.19,-347.81,10.5,,,0.0,,,,,,,
381,Slab,B7A4461D-4677-42C5-B9EE-25879FE551A4,,,,,,ANDAR ACIMA,444.34,-366.72,10.5,463.5,-351.15,10.9,,,0.0,,,,,,,
382,Slab,BA7E6A5E-9752-48EF-8E1C-C50949303796,,,,,,ANDAR ACIMA,448.5,-364.77,10.9,465.38,-347.39,11.3,,,0.0,,,,,,,
383,Slab,4A686DAC-DCC7-430A-AD03-07C6FF162AD9,,,,,,ANDAR ACIMA,445.27,-367.61,11.3,465.53,-348.85,11.7,,,0.0,,,,,,,
384,Slab,A31724B2-3E55-45B5-BFE5-881DAFCDB8AD,,,,,,ANDAR ACIMA,445.75,-368.49,11.7,466.63,-347.17,12.1,,,0.0,,,,,,,
385,Slab,D4701B2D-00FC-4FA6-A9CF-FBD1D460A963,,,,,,ANDAR ACIMA,446.21,-370.26,12.1,466.94,-357.7,12.5,,,0.0,,,,,,,
386,Slab,2224E045-BA2F-4D9D-B8B4-9CFF6D47BAD8,,,,,,ANDAR ACIMA,447.99,-369.56,12.5,463.64,-360.5,12.86,,,0.0,,,,,,,
387,Slab,B452F882-40D5-4387-AD18-F2CC22C5332A,,,,,,ANDAR ACIMA,447.15,-372.02,12.86,467.25,-359.8,13.26,,,0.0,,,,,,,
388,Slab,A77FC4CE-C543-4A70-9B3F-2A01929DE782,,,,,,ANDAR ACIMA,452.89,-369.24,13.26,467.25,-360.85,13.66,,,0.0,,,,,,,
389,Slab,E5E6A692-9C05-4DEC-A924-D8597BF329FE,,,,,,ANDAR ACIMA,448.07,-373.8,13.66,467.56,-361.9,14.06,,,0.0,,,,,,,
390,Slab,78B8D09D-0AC7-4BF4-BC8E-AE5396DE5A3A,,,,,,ANDAR ACIMA,448.54,-373.8,14.06,462.87,-365.42,14.46,,,0.0,,,,,,,
391,Slab,B46E83BE-8AA1-4751-93A7-6B7CCF31857A,,,,,,PASSARELA,411.04,-298.88,12.7,418.04,-297.34,12.99,,,0.0,,,,,,,
392,Slab,90CF8FA0-CC49-4B21-A789-AC00524C563D,,,,,,rampa,410.04,-323.77,13.69,418.04,-305.34,13.88,,,0.0,,,,,,,
393,Slab,9495884D-34B0-95F2-882B-9E61F9483A89,,,,,,Laje-008,366.31,-369.02,4.75,380.58,-357.64,4.93,,,0.0,,,,,,,
394,Slab,77127DED-3F87-A5E3-3C7E-9F43407D887B,,,,,,Laje-006,383.64,-365.3,5.63,389.82,-360.6,5.83,,,0.0,,,,,,,
395,Slab,A8FFB66B-0160-0DA7-45AF-6195101F2BED,,,,,,Laje-006,395.56,-362.03,10.65,400.06,-356.26,10.85,,,0.0,,,,,,,
396,Slab,AC7DFE79-6668-6832-F8CB-A764BA68B5A4,,,,,,Laje-006,387.46,-366.43,14.69,390.88,-362.91,14.89,,,0.0,,,,,,,
397,Slab,E7BAAC95-4AD5-F07A-E9FE-0CCF9195D679,,,,,,Laje-008,374.07,-337.7,3.89,388.33,-326.7,4.93,,,0.0,,,,,,,
398,Slab,B5BF3256-B244-471A-6219-90AAD192488F,,,,,,Laje-006,382.92,-368.6,16.22,386.34,-365.08,16.42,,,0.0,,,,,,,
399,Slab,0AA85272-62E0-4724-F647-02981318E00D,,,,,,Laje-006,379.62,-370.75,16.83,383.27,-366.55,17.03,,,0.0,,,,,,,
400,Slab,624EF6EB-E132-813A-2B4B-C6650540DCF0,,,,,,Laje-006,380.8,-366.96,18.15,384.46,-363.27,18.35,,,0.0,,,,,,,
401,Slab,91F8F83F-8A72-BD24-DB12-CF2F185295A7,,,,,,Laje-006,363.9,-338.21,5.63,370.08,-333.53,5.83,,,0.0,,,,,,,
402,Slab,E4357F15-30EA-7424-844E-1E4F9DBEC147,,,,,,Laje-006,353.67,-342.58,10.65,358.18,-336.81,10.85,,,0.0,,,,,,,
403,Slab,E4A8C1D0-5EAF-88D7-ADEA-5B88E1F8B3C3,,,,,,Laje-006,362.84,-335.9,14.69,366.26,-332.38,14.89,,,0.0,,,,,,,
404,Slab,9E70934D-0618-3ED2-1BB6-CCF39788BCB1,,,,,,Laje-006,367.37,-333.72,16.22,370.8,-330.2,16.42,,,0.0,,,,,,,
405,Slab,04AD7ECD-4446-1FCA-9CCD-3D7413292387,,,,,,Laje-006,370.43,-332.24,16.95,373.96,-328.14,17.15,,,0.0,,,,,,,
406,Slab,D0806731-1B6D-D08B-DAF5-BBC73054D72D,,,,,,Laje-006,391.58,-323.85,18.25,394.53,-319.84,18.45,,,0.0,,,,,,,
407,Slab,4543FA65-D6B8-41DC-D0A5-8B2AFEA3F706,,,,,,Laje-006,369.21,-335.49,18.14,373.11,-331.74,18.34,,,0.0,,,,,,,
408,Slab,E3D009E0-757A-09A1-BFE3-FCE4C2ABF784,,,,,,Laje-007,450.88,-280.41,2.93,476.32,-238.97,13.93,,,0.0,,,,,,,
409,Slab,C9D0F0F0-D085-3B44-49EA-F678EE5DAE2A,,,,,,Laje-008,429.39,-280.15,5.78,443.73,-268.91,5.96,,,0.0,,,,,,,
410,Slab,1A712155-1A42-2E29-67B0-AA462EFF8E06,,,,,,Laje-008,428.51,-268.24,7.75,438.95,-257.97,7.93,,,0.0,,,,,,,
411,Slab,C0DC6ED5-0BB2-242C-97B2-AEA7664864F7,,,,,,Laje-008,432.27,-297.16,2.75,458.14,-278.55,2.93,,,0.0,,,,,,,
412,Slab,565EAEB1-4D68-ABBD-4F51-93CF7603DBD1,,,,,,Laje-008,442.98,-284.82,2.93,451.68,-281.28,3.13,,,0.0,,,,,,,
413,Slab,643222AE-680A-1905-B1F0-2B8C940DE39F,,,,,,Laje-009,443.25,-284.54,3.13,451.62,-281.28,3.33,,,0.0,,,,,,,
414,Slab,63806078-35A5-49B3-C9B5-4C1D01368E83,,,,,,Laje-010,443.44,-284.34,3.33,451.56,-281.28,3.53,,,0.0,,,,,,,
415,Slab,803DB28E-13D8-0DBE-19CA-04F7DA34DDCF,,,,,,Laje-011,443.64,-284.14,3.53,451.52,-279.98,3.73,,,0.0,,,,,,,
416,Slab,0201EDE6-4838-6198-B1C5-2CFC0726973B,,,,,,Laje-006,441.65,-276.84,6.74,446.43,-267.95,6.96,,,0.0,,,,,,,
417,Slab,38394BE2-811D-83C9-B404-6CD6B08304BD,,,,,,Laje-006,439.34,-262.13,10.65,446.04,-257.7,10.85,,,0.0,,,,,,,
418,Slab,4B6EAC53-7E91-C598-E2AB-B590F3815781,,,,,,Laje-006,444.25,-269.76,13.99,448.09,-266.54,14.17,,,0.0,,,,,,,
419,Slab,77185F47-FA41-3AA4-29AF-1E1AAC72AF19,,,,,,Laje-006,445.5,-280.79,15.69,450.81,-271.59,15.89,,,0.0,,,,,,,
420,Slab,84BD45CF-97BB-6723-2E86-BD9EEA3EF46D,,,,,,Laje-008,484.52,-253.36,5.08,498.57,-242.44,5.26,,,0.0,,,,,,,
421,Slab,CC9A710F-9CF6-E455-1927-EA1DD3C34ACB,,,,,,Laje-008,483.91,-242.19,6.75,494.44,-230.9,6.93,,,0.0,,,,,,,
422,Slab,CBD16CF4-8EC4-01B6-E5F2-87EEFBCF82E4,,,,,,Laje-008,481.38,-262.01,2.88,489.71,-258.24,3.08,,,0.0,,,,,,,
423,Slab,470CB2D9-2745-A676-5659-4EFBDE11A463,,,,,,Laje-009,481.38,-261.74,3.08,489.43,-258.3,3.28,,,0.0,,,,,,,
424,Slab,054FBC3B-87CC-1B01-0074-B1603A9A918F,,,,,,Laje-010,481.39,-261.54,3.28,489.23,-258.34,3.48,,,0.0,,,,,,,
425,Slab,0D4038B6-DE08-2271-300B-4DED9FE206C9,,,,,,Laje-011,481.09,-261.35,3.48,489.03,-257.12,3.68,,,0.0,,,,,,,
426,Slab,3E4DF5E8-84EC-FA19-B0C2-245D3E3C2606,,,,,,Laje-006,481.62,-253.36,6.69,486.2,-244.49,6.91,,,0.0,,,,,,,
427,Slab,01F62AEA-8EEE-B438-53D4-376EE09567F0,,,,,,Laje-006,476.29,-239.26,10.6,482.95,-234.98,10.8,,,0.0,,,,,,,
428,Slab,58DFD0EC-7B11-E3BE-D686-E7FD2FA89DE8,,,,,,Laje-006,478.23,-247.63,13.94,482.01,-244.48,14.12,,,0.0,,,,,,,
429,Slab,03C6569B-EDA2-0AE6-99C0-6BE448F2BD16,,,,,,Laje-006,479.39,-258.74,15.64,484.43,-249.56,15.84,,,0.0,,,,,,,
430,Slab,FFFD7330-3F2E-A009-BDC6-778044B0C08B,,,,,,Laje-008,474.29,-271.85,2.75,500.52,-254.65,2.93,,,0.0,,,,,,,
431,Slab,347A949A-A78F-39C1-2362-9068A37C6B84,,,,,,Laje-008,458.11,-321.18,2.35,490.85,-296.55,3.06,,,0.0,,,,,,,
432,Slab,9A0EBE34-4BBD-4CBD-00A2-489F13AF3AA7,,,,,,Laje-008,452.38,-326.21,2.88,466.12,-317.3,3.06,,,0.0,,,,,,,
433,Slab,1C77BBC5-0388-77E5-298F-C8EB7E4B2FF6,,,,,,Laje-008,453.03,-324.85,3.06,460.19,-321.33,3.26,,,0.0,,,,,,,
434,Slab,5CC7E7F8-EAE5-60AF-917D-DE6E123DE5FA,,,,,,Laje-009,453.31,-324.79,3.26,460.19,-321.6,3.46,,,0.0,,,,,,,
435,Slab,91E367A5-CFC3-A156-380E-C163785E74E3,,,,,,Laje-010,453.51,-324.75,3.46,460.19,-321.8,3.66,,,0.0,,,,,,,
436,Slab,3B555867-6539-26D6-B24A-F152C839422C,,,,,,Laje-011,453.79,-326.43,3.66,460.29,-322.04,3.86,,,0.0,,,,,,,
437,Slab,15145308-762D-A991-007B-B47AEC3D1699,,,,,,Laje-006,455.22,-340.75,6.12,460.18,-330.2,6.34,,,0.0,,,,,,,
438,Slab,D5A15407-C96E-DBB7-D9E8-D76F6CCA35EE,,,,,,Laje-006,458.41,-348.41,8.91,465.1,-343.97,9.11,,,0.0,,,,,,,
439,Slab,12BB4F63-681A-C682-B7FD-A06D74397B23,,,,,,Laje-006,459.37,-338.91,12.25,463.16,-335.75,12.43,,,0.0,,,,,,,
440,Slab,053C5EB2-E8B2-7975-3106-5A7B0F2A62C2,,,,,,Laje-006,456.95,-333.82,13.95,462.13,-324.65,14.15,,,0.0,,,,,,,
441,Slab,4D447673-C229-16D9-EAB0-E694D3034668,,,,,,Laje-008,491.75,-308.85,2.86,499.44,-305.47,3.06,,,0.0,,,,,,,
442,Slab,83E3259F-F3A8-A254-1E82-92FEC864EA5E,,,,,,Laje-008,491.81,-308.85,3.06,499.16,-305.75,3.26,,,0.0,,,,,,,
443,Slab,CE49C4ED-B750-21B6-5574-2DE54E0B37DE,,,,,,Laje-009,491.87,-308.85,3.26,498.89,-306.03,3.46,,,0.0,,,,,,,
444,Slab,7305FFB8-E29A-45DF-EF2C-0265A1C34F5C,,,,,,Laje-010,491.92,-308.85,3.46,498.7,-306.23,3.66,,,0.0,,,,,,,
445,Slab,2FBB4AE1-0028-FC80-34B0-B3B77E961605,,,,,,Laje-011,491.96,-310.18,3.66,498.74,-306.45,3.86,,,0.0,,,,,,,
446,Slab,83912EB7-7E77-2911-FE97-39D45ACB43C0,,,,,,Laje-006,496.93,-324.18,6.12,501.93,-313.62,6.34,,,0.0,,,,,,,
447,Slab,94BC83C3-25D3-1BEF-7AC7-09BF588E0C5B,,,,,,Laje-006,496.92,-332.56,8.91,503.62,-328.1,9.11,,,0.0,,,,,,,
448,Slab,9FDF369E-A45B-6A52-EE2F-8A0DE1A23ADC,,,,,,Laje-006,495.09,-323.67,12.25,498.89,-320.5,12.43,,,0.0,,,,,,,
449,Slab,724D78B4-57B7-3CB9-FA57-6076BDD53E53,,,,,,Laje-006,492.54,-318.59,13.95,497.76,-309.42,14.15,,,0.0,,,,,,,
450,Slab,C8E63E53-E8CC-1D75-F54A-56DBF6BC4859,,,,,,Laje-008,485.39,-310.15,2.7,499.4,-305.16,2.88,,,0.0,,,,,,,
451,Slab,7868F133-C67A-CF8B-CF77-82B87F901601,,,,,,Laje-008,451.38,-292.64,2.75,484.62,-265.59,2.93,,,0.0,,,,,,,
452,Slab,75EDFB8B-27C7-27E2-61A3-29B8ED1B9BA6,,,,,,Laje-009,392.77,-252.78,9.75,409.84,-248.94,9.93,,,0.0,,,,,,,
453,Slab,61557B71-1A4F-4643-B3A3-491FCD330148,,,,,,LAJE APOIO,399.56,-316.84,2.72,436.14,-285.74,2.92,,,0.0,,,,,,,
454,Slab,98AC97CB-44A1-42D8-9966-5A58416F240A,,,,,,Laje-007,427.9,-286.09,2.92,432.37,-278.19,6.46,,,0.0,,,,,,,
