node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax
35,DimNode 27,36E5CCEA-F607-6442-B9B7-754E7E818F98,E367656E-83C9-6345-BDDE-DCA5F3F0E77B,4.975,4.98,51.17,-25.88,Dim Node 27,51.16,-25.88,0.0,51.17,-25.87,0.0
36,DimNode 28,36E5CCEA-F607-6442-B9B7-754E7E818F98,74EAD3FB-A062-8C40-92C8-56C8397B4EBC,2.250,2.25,53.42,-25.88,Dim Node 28,53.41,-25.88,0.0,53.42,-25.87,0.0
37,DimNode 29,36E5CCEA-F607-6442-B9B7-754E7E818F98,07DF54FB-DECF-F044-8D7C-61A30C3E8E6A,4.975,4.97,58.39,-25.88,Dim Node 29,58.39,-25.88,0.0,58.4,-25.87,0.0
38,Dimension,36E5CCEA-F607-6442-B9B7-754E7E818F98,,,12.20,,,Dim 9,46.13,-25.97,0.0,58.45,-25.78,0.0
39,DimNode 30,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,F8BECCF9-69AE-9F46-8506-83CA71803790,"0,000",0.00,46.19,-25.88,Dim Node 30,46.19,-25.88,0.0,46.2,-25.87,0.0
40,DimNode 31,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,E367656E-83C9-6345-BDDE-DCA5F3F0E77B,"4,975",4.98,51.17,-25.88,Dim Node 31,51.16,-25.88,0.0,51.17,-25.87,0.0
41,DimNode 32,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,74EAD3FB-A062-8C40-92C8-56C8397B4EBC,"2,250",2.25,53.42,-25.88,Dim Node 32,53.41,-25.88,0.0,53.42,-25.87,0.0
42,DimNode 33,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,07DF54FB-DECF-F044-8D7C-61A30C3E8E6A,"4,975",4.97,58.39,-25.88,Dim Node 33,58.39,-25.88,0.0,58.4,-25.87,0.0
43,Dimension,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,,,12.20,,,Dim 10,46.13,-25.97,3.5,58.45,-25.78,3.5
44,DimNode 34,D3129E7E-B41F-1D45-8C4E-6003BE19FE35,F8BECCF9-69AE-9F46-8506-83CA71803790,"0,000",0.00,46.19,-26.88,Dim Node 34,46.19,-26.88,0.0,46.2,-26.87,0.0
45,DimNode 35,D3129E7E-B41F-1D45-8C4E-6003BE19FE35,07DF54FB-DECF-F044-8D7C-61A30C3E8E6A,"12,200",12.20,58.39,-26.88,Dim Node 35,58.39,-26.88,0.0,58.4,-26.87,0.0
46,Dimension,D3129E7E-B41F-1D45-8C4E-6003BE19FE35,,,12.20,,,Dim 11,46.13,-26.97,3.5,58.45,-26.78,3.5
47,DimNode 36,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,C252BF2B-895B-4342-8477-A5B00C1D61E7,"0,000",0.00,44.17,-0.15,Dim Node 36,44.16,-0.16,0.0,44.17,-0.14,0.0
48,DimNode 37,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,62FBFE50-0C59-E441-9070-82ED4333C30F,"4,225",4.23,44.17,-4.38,Dim Node 37,44.16,-4.38,0.0,44.17,-4.37,0.0
49,DimNode 38,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,427A07B4-534D-C147-9633-A718D8878009,"4,775",4.77,44.17,-9.15,Dim Node 38,44.16,-9.15,0.0,44.17,-9.15,0.0
50,DimNode 39,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,E7331A34-B3E4-7946-B0A5-93950F4FE10B,"6,700",6.70,44.17,-15.85,Dim Node 39,44.16,-15.85,0.0,44.17,-15.85,0.0
51,DimNode 40,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,B0FE5AF8-40AD-BA41-8C87-C4763841FF52,"3,575",3.58,44.17,-19.43,Dim Node 40,44.16,-19.43,0.0,44.17,-19.42,0.0
52,DimNode 41,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,218CD0E5-8E23-FC4F-B313-8233AA8F7704,"4,425",4.43,44.17,-23.85,Dim Node 41,44.16,-23.85,0.0,44.17,-23.84,0.0
53,Dimension,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,,,23.70,,,Dim 12,44.07,-23.91,3.5,44.26,-0.09,3.5
54,DimNode 42,A4237454-CAF9-E541-91F9-2479B13C51B3,00000000-0000-0000-0000-000000000000,"0,000",0.00,43.22,-4.38,Dim Node 42,43.21,-4.38,0.0,43.22,-4.37,0.0
55,DimNode 43,A4237454-CAF9-E541-91F9-2479B13C51B3,00000000-0000-0000-0000-000000000000,"2,975",2.98,43.22,-1.4,Dim Node 43,43.21,-1.4,0.0,43.22,-1.39,0.0
56,Dimension,A4237454-CAF9-E541-91F9-2479B13C51B3,,,2.98,,,Dim 13,43.12,-4.44,3.5,43.31,-1.34,3.5
9704,Zone Stamp,D685BC64-975D-AD41-BF85-397C7807A4EC,,,,,,Zone Stamp,47.08,-21.42,0.0,48.66,-20.55,0.0
9705,Zone Stamp,6A0850CF-5214-D546-BAD0-B96D1149D643,,,,,,Zone Stamp,56.03,-21.42,0.0,57.61,-20.55,0.0
9706,Zone Stamp,0621C31C-781F-834A-9B7A-7D2CD38B1A1A,,,,,,Zone Stamp,47.09,-6.67,0.0,51.04,-5.8,0.0
9707,Zone Stamp,99329078-97D3-6845-8AD8-4052DD8D32A9,,,,,,Zone Stamp,51.16,-2.26,0.0,52.59,-1.39,0.0
9708,Zone Stamp,72038758-8D5E-8044-BF56-03815FC43360,,,,,,Zone Stamp,51.34,-1.11,0.0,52.98,-0.25,0.0
9709,Zone Stamp,59A76F9D-47AE-B346-8FB7-7DFFC03E195E,,,,,,Zone Stamp,51.51,-12.98,0.0,53.09,-12.12,0.0
9710,Zone Stamp,ED29A999-248A-1F42-BDB9-818475C21FFE,,,,,,Zone Stamp,47.59,-17.36,0.0,50.16,-16.5,0.0
9711,Zone Stamp,BE244A6B-2BCC-0641-AA61-A8638CA09935,,,,,,Zone Stamp,54.96,-3.02,0.0,56.54,-2.16,0.0
9712,Zone Stamp,F98E1343-137F-454A-BC7D-5BF5750431F5,,,,,,Zone Stamp,48.0,-3.6,0.0,49.58,-2.73,0.0
9713,Zone Stamp,2E8D76B2-6B07-4847-8EF6-2E11E7C798AF,,,,,,Zone Stamp,49.83,-21.71,0.0,52.12,-20.84,0.0
9714,Zone Stamp,6D788223-2CDA-0346-BCF8-098D054D7EF7,,,,,,Zone Stamp,52.77,-21.77,0.0,54.92,-20.91,0.0
9715,Zone Stamp,B4D6E44D-4094-8044-9C21-8794AB247E8F,,,,,,Zone Stamp,49.91,-20.03,0.0,51.34,-19.16,0.0
9716,Zone Stamp,86E7B3A0-D60D-2844-9045-6A5751E29E45,,,,,,Zone Stamp,53.7,-20.14,0.0,55.13,-19.27,0.0
9717,Zone Stamp,529CD35D-35E8-014D-AA14-6FAF39E3214B,,,,,,Zone Stamp,54.59,-21.4,3.5,57.52,-20.53,3.5
9718,Zone Stamp,75AF6D3C-0FA6-1349-BFC0-9D650AD8D3E2,,,,,,Zone Stamp,47.79,-18.11,3.5,49.98,-17.25,3.5
9719,Zone Stamp,1A4E8B36-DA3A-6141-8E43-58E6E49990C6,,,,,,Zone Stamp,51.45,-8.77,3.5,52.87,-7.91,3.5
9720,Zone Stamp,611C2E5D-4AD8-D244-BE68-4C9321B03910,,,,,,Zone Stamp,46.68,-3.2,3.5,49.39,-2.33,3.5
9721,Zone Stamp,97964A4A-9EC6-4741-A463-7A336633903C,,,,,,Zone Stamp,55.74,-3.72,3.5,57.17,-2.86,3.5
9722,Zone Stamp,1553D86C-F38E-9046-B159-F6CF9FEBC472,,,,,,Zone Stamp,54.96,-23.7,3.5,56.39,-22.83,3.5
9723,Zone Stamp,6F33CE9B-B2AC-D241-82D6-55A96EA44499,,,,,,Zone Stamp,47.43,-21.57,3.5,49.63,-20.71,3.5
9724,Zone Stamp,73FA7E32-C6F7-BD45-9181-077043D3118D,,,,,,Zone Stamp,51.67,-18.11,3.5,53.1,-17.25,3.5
9725,Zone Stamp,A6EDA13E-8E83-204C-AC09-0879046B7C7D,,,,,,Zone Stamp,54.47,-6.21,3.5,56.66,-5.35,3.5
9726,Zone Stamp,7717E985-9E20-9F4E-9A69-05A51B7C3E1A,,,,,,Zone Stamp,47.35,-6.22,3.5,49.54,-5.35,3.5
9727,Zone Stamp,76EA1CB4-67B4-9F45-A543-032ABB2B2E7A,,,,,,Zone Stamp,51.03,-3.93,3.5,52.59,-3.07,3.5
9728,Zone Stamp,F4EC9D52-944F-FE42-8944-AFB5E170BA2D,,,,,,Zone Stamp,51.37,-21.92,3.5,52.79,-21.05,3.5
9729,Zone Stamp,F1539B9A-BE7A-AB42-B452-7BCAD1C1BE31,,,,,,Zone Stamp,58.67,-24.6,3.5,60.67,-23.74,3.5
9730,Zone Stamp,D3F967E0-0103-7648-8E45-D75BE37895E8,,,,,,Zone Stamp,51.32,-18.1,0.0,53.42,-17.23,0.0
9731,DimText 0,C25B55C2-EA46-134A-A406-59A30FC7DEC0,,0.000,,44.13,-0.49,Dim Text 0,44.13,-0.49,0.0,44.63,0.01,0.0
9732,DimText 1,C25B55C2-EA46-134A-A406-59A30FC7DEC0,,4.225,,44.13,-2.61,Dim Text 1,44.13,-2.61,0.0,44.63,-2.11,0.0
9733,DimText 2,C25B55C2-EA46-134A-A406-59A30FC7DEC0,,4.775,,44.13,-7.11,Dim Text 2,44.13,-7.11,0.0,44.63,-6.61,0.0
9734,DimText 3,C25B55C2-EA46-134A-A406-59A30FC7DEC0,,6.700,,44.13,-12.84,Dim Text 3,44.13,-12.84,0.0,44.63,-12.34,0.0
9735,DimText 4,C25B55C2-EA46-134A-A406-59A30FC7DEC0,,3.575,,44.13,-17.98,Dim Text 4,44.13,-17.98,0.0,44.63,-17.48,0.0
9736,DimText 5,C25B55C2-EA46-134A-A406-59A30FC7DEC0,,4.425,,44.13,-21.98,Dim Text 5,44.13,-21.98,0.0,44.63,-21.48,0.0
9737,DimText 6,D569ADD1-D9E9-EF41-9BB0-D4922AB4812E,,"0,000",,43.48,-0.49,Dim Text 6,43.48,-0.49,0.0,43.98,0.01,0.0
9738,DimText 7,D569ADD1-D9E9-EF41-9BB0-D4922AB4812E,,"23,700",,43.48,-12.42,Dim Text 7,43.48,-12.42,0.0,43.98,-11.92,0.0
9739,DimText 8,F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4,,0.000,,45.85,-26.83,Dim Text 8,45.85,-26.83,0.0,46.35,-26.33,0.0
9740,DimText 9,F27ED350-C2AA-BF41-A1C5-2B0ECE7B3DC4,,12.200,,52.02,-26.83,Dim Text 9,52.02,-26.83,0.0,52.52,-26.33,0.0
9741,DimText 10,27899382-13CF-A148-BBA3-BA1C00F1859B,,0.000,,43.48,-0.49,Dim Text 10,43.48,-0.49,0.0,43.98,0.01,0.0
9742,DimText 11,27899382-13CF-A148-BBA3-BA1C00F1859B,,23.700,,43.48,-12.42,Dim Text 11,43.48,-12.42,0.0,43.98,-11.92,0.0
9743,DimText 12,3EA28B93-BCFB-FE49-9AC1-2545E2E0BFBD,,"0,000",,43.48,-0.49,Dim Text 12,43.48,-0.49,0.0,43.98,0.01,0.0
9744,DimText 13,3EA28B93-BCFB-FE49-9AC1-2545E2E0BFBD,,"23,700",,43.48,-12.42,Dim Text 13,43.48,-12.42,0.0,43.98,-11.92,0.0
9745,DimText 14,80879C14-0BB5-7548-9FEE-76C88E879D39,,"0,000",,44.13,-0.49,Dim Text 14,44.13,-0.49,0.0,44.63,0.01,0.0
9746,DimText 15,80879C14-0BB5-7548-9FEE-76C88E879D39,,"4,225",,44.13,-2.61,Dim Text 15,44.13,-2.61,0.0,44.63,-2.11,0.0
9747,DimText 16,80879C14-0BB5-7548-9FEE-76C88E879D39,,"4,775",,44.13,-7.11,Dim Text 16,44.13,-7.11,0.0,44.63,-6.61,0.0
9748,DimText 17,80879C14-0BB5-7548-9FEE-76C88E879D39,,"6,700",,44.13,-12.84,Dim Text 17,44.13,-12.84,0.0,44.63,-12.34,0.0
9749,DimText 18,80879C14-0BB5-7548-9FEE-76C88E879D39,,"3,575",,44.13,-17.98,Dim Text 18,44.13,-17.98,0.0,44.63,-17.48,0.0
9750,DimText 19,80879C14-0BB5-7548-9FEE-76C88E879D39,,"4,425",,44.13,-21.98,Dim Text 19,44.13,-21.98,0.0,44.63,-21.48,0.0
9751,DimText 20,98EF021C-92DA-3647-A30F-5CEDD975759E,,"0,000",,45.85,-26.83,Dim Text 20,45.85,-26.83,0.0,46.35,-26.33,0.0
9752,DimText 21,98EF021C-92DA-3647-A30F-5CEDD975759E,,"12,200",,51.87,-26.83,Dim Text 21,51.87,-26.83,0.0,52.37,-26.33,0.0
9753,DimText 22,86160077-F52B-0E4D-8CA1-808E943A8A63,,"0,000",,45.85,-25.83,Dim Text 22,45.85,-25.83,0.0,46.35,-25.33,0.0
9754,DimText 23,86160077-F52B-0E4D-8CA1-808E943A8A63,,"4,975",,48.34,-25.83,Dim Text 23,48.34,-25.83,0.0,48.84,-25.33,0.0
9755,DimText 24,86160077-F52B-0E4D-8CA1-808E943A8A63,,"2,250",,51.95,-25.83,Dim Text 24,51.95,-25.83,0.0,52.45,-25.33,0.0
9756,DimText 25,86160077-F52B-0E4D-8CA1-808E943A8A63,,"4,975",,55.56,-25.83,Dim Text 25,55.56,-25.83,0.0,56.06,-25.33,0.0
9757,DimText 26,36E5CCEA-F607-6442-B9B7-754E7E818F98,,0.000,,45.85,-25.83,Dim Text 26,45.85,-25.83,0.0,46.35,-25.33,0.0
9758,DimText 27,36E5CCEA-F607-6442-B9B7-754E7E818F98,,4.975,,48.34,-25.83,Dim Text 27,48.34,-25.83,0.0,48.84,-25.33,0.0
9759,DimText 28,36E5CCEA-F607-6442-B9B7-754E7E818F98,,2.250,,52.05,-25.83,Dim Text 28,52.05,-25.83,0.0,52.55,-25.33,0.0
9760,DimText 29,36E5CCEA-F607-6442-B9B7-754E7E818F98,,4.975,,55.56,-25.83,Dim Text 29,55.56,-25.83,0.0,56.06,-25.33,0.0
9761,DimText 30,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,,"0,000",,45.85,-25.83,Dim Text 30,45.85,-25.83,0.0,46.35,-25.33,0.0
9762,DimText 31,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,,"4,975",,48.34,-25.83,Dim Text 31,48.34,-25.83,0.0,48.84,-25.33,0.0
9763,DimText 32,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,,"2,250",,51.95,-25.83,Dim Text 32,51.95,-25.83,0.0,52.45,-25.33,0.0
9764,DimText 33,AADFAF74-F533-A147-9D2B-CFB8EAA7A4F6,,"4,975",,55.56,-25.83,Dim Text 33,55.56,-25.83,0.0,56.06,-25.33,0.0
9765,DimText 34,D3129E7E-B41F-1D45-8C4E-6003BE19FE35,,"0,000",,45.85,-26.83,Dim Text 34,45.85,-26.83,0.0,46.35,-26.33,0.0
9766,DimText 35,D3129E7E-B41F-1D45-8C4E-6003BE19FE35,,"12,200",,51.87,-26.83,Dim Text 35,51.87,-26.83,0.0,52.37,-26.33,0.0
9767,DimText 36,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,,"0,000",,44.13,-0.49,Dim Text 36,44.13,-0.49,0.0,44.63,0.01,0.0
9768,DimText 37,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,,"4,225",,44.13,-3.23,Dim Text 37,44.13,-3.23,0.0,44.63,-2.73,0.0
9769,DimText 38,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,,"4,775",,44.13,-7.11,Dim Text 38,44.13,-7.11,0.0,44.63,-6.61,0.0
9770,DimText 39,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,,"6,700",,44.13,-12.84,Dim Text 39,44.13,-12.84,0.0,44.63,-12.34,0.0
9771,DimText 40,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,,"3,575",,44.13,-17.98,Dim Text 40,44.13,-17.98,0.0,44.63,-17.48,0.0
9772,DimText 41,DEEA3C5F-C74C-2442-B6CF-B3B43E7EE9CF,,"4,425",,44.13,-21.98,Dim Text 41,44.13,-21.98,0.0,44.63,-21.48,0.0
9773,DimText 42,A4237454-CAF9-E541-91F9-2479B13C51B3,,"0,000",,43.18,-4.72,Dim Text 42,43.18,-4.72,0.0,43.68,-4.22,0.0
9774,DimText 43,A4237454-CAF9-E541-91F9-2479B13C51B3,,"2,975",,43.18,-3.23,Dim Text 43,43.18,-3.23,0.0,43.68,-2.73,0.0
