node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,embedded_door_guid,label_type,zone_stamp_guid,room_name,room_number,room_height,embedded_in_wall_guid
596,Wall,E6804F42-C64F-AE4E-868F-6E287023AE45,,,1.20,,,SW - 042,10.63,12.13,12.4,11.83,12.23,16.1,0.10,3.70,,0.0,,,,,
597,Wall,092D1C34-45CF-3246-9756-4E1B7B55335C,,,5.77,,,SW - 042,11.83,10.39,12.4,12.03,16.16,16.1,0.20,3.70,B10842C9-5D15-8A4F-9882-C2285F37F593,0.0,,,,,
598,Wall,A24C2B19-4029-0842-8620-0E1995120D8D,,,1.55,,,SW - 042,11.83,12.13,12.4,13.38,12.28,16.1,0.15,3.70,B61E87E2-8372-1848-85DC-1EE1915FDC7E,0.0,,,,,
599,Wall,94A58DF9-46FC-5C4C-A7B8-B4D9588691CF,,,1.55,,,SW - 042,17.68,12.13,12.4,19.23,12.28,16.1,0.15,3.70,A5099FE4-5DF3-8E4E-838B-53DB1144131C,0.0,,,,,
600,Wall,D3B40073-D720-4343-9A23-0907BCA77048,,,5.51,,,SW - 042,19.03,10.65,12.4,19.23,16.16,16.1,0.20,3.70,87187EB2-92CE-834C-A990-974A823AABAF,0.0,,,,,
601,Wall,F964333C-7DEE-6748-9580-4C6B2891CC0C,,,1.55,,,SW - 042,11.83,13.91,12.4,13.38,14.06,16.1,0.15,3.70,07B47154-EE0B-FE4C-90A3-3FE2AB08367B,0.0,,,,,
602,Wall,4478B9F0-DEBC-0247-B220-466E41F6166F,,,1.55,,,SW - 042,17.68,13.91,12.4,19.23,14.06,16.1,0.15,3.70,002A1BC8-091A-3C42-8724-932AF6AFB89B,0.0,,,,,
603,Wall,63E41B53-FC4E-2D4F-95AE-BDB128021FE1,,,1.78,,,SW - 042,18.01,12.13,12.4,18.03,13.91,16.1,0.02,3.70,,0.0,,,,,
604,Wall,4B06123E-3B4B-144E-BEF0-A9784CCFC94C,,,1.78,,,SW - 042,13.01,12.13,12.4,13.03,13.91,16.1,0.02,3.70,,0.0,,,,,
605,Wall,FEA3D059-8B55-6A43-AD2C-C0009CBD8456,,,1.20,,,SW - 042,10.63,14.56,16.1,11.83,14.66,19.8,0.10,3.70,,0.0,,,,,
606,Wall,7538F759-A8F5-CA4C-9DBD-5CC22F7D8D32,,,1.20,,,SW - 042,10.63,13.93,16.1,11.83,14.03,19.8,0.10,3.70,,0.0,,,,,
607,Wall,7B7BC493-516E-D048-87D0-2EA2A9F410C9,,,1.20,,,SW - 042,19.23,14.56,16.1,20.43,14.66,19.8,0.10,3.70,,0.0,,,,,
608,Wall,51D04E04-A717-414A-A3ED-6CFD32FC7DC9,,,1.20,,,SW - 042,19.23,13.93,16.1,20.43,14.03,19.8,0.10,3.70,,0.0,,,,,
609,Wall,B196992D-1280-4F43-958B-C4A0E6B2CE25,,,6.20,,,SW - 042,11.83,14.96,16.1,18.03,15.11,19.8,0.15,3.70,,0.0,,,,,
610,Wall,39DC5CF9-4C89-7C41-964B-5CDCFAA0D31E,,,1.20,,,SW - 042,19.23,12.13,16.1,20.43,12.23,19.8,0.10,3.70,,0.0,,,,,
611,Wall,6B7B2242-0952-3741-B4EB-443364DAFA97,,,3.93,,,SW - 042,20.33,12.23,16.1,20.43,16.16,19.8,0.10,3.70,"8866DCE0-D53A-3043-AC7B-80D30B8F2566, 4195A2F4-756C-3847-84C6-B791FF8B96D1",0.0,,,,,
612,Wall,6B044B38-CEB8-7044-9E53-6459422F26D3,,,8.60,,,SW - 042,11.83,16.01,16.1,20.43,16.16,19.8,0.15,3.70,,0.0,,,,,
613,Wall,EDDE1F25-7093-4F46-BC2F-876F20F82A7C,,,1.20,,,SW - 042,10.63,16.01,16.1,11.83,16.16,19.8,0.15,3.70,,0.0,,,,,
614,Wall,20AF79CB-7276-8E45-B46E-7F5ADCFD3DEC,,,3.93,,,SW - 042,10.63,12.23,16.1,10.73,16.16,19.8,0.10,3.70,"89351601-ADED-0449-A508-929554C5CCF5, 49EDD596-A5D1-B744-AD40-B4333D879688",0.0,,,,,
615,Wall,877E461E-4984-0B48-9BB3-11EB9E8CFD38,,,1.20,,,SW - 042,10.63,12.13,16.1,11.83,12.23,19.8,0.10,3.70,,0.0,,,,,
616,Wall,54F5C73B-590F-E24E-9BB4-38D444D11738,,,5.77,,,SW - 042,11.83,10.39,16.1,12.03,16.16,19.8,0.20,3.70,D723207B-CF01-CE45-967D-AA046A8DD644,0.0,,,,,
617,Wall,6551D5B9-BC62-ED45-A4B8-D4402E08FDD4,,,1.55,,,SW - 042,11.83,12.13,16.1,13.38,12.28,19.8,0.15,3.70,CC1694C2-4966-724B-B52F-2B5AAAF86A5C,0.0,,,,,
618,Wall,BDDECAB4-2D3E-5B4B-AA03-21374E0CA21F,,,1.55,,,SW - 042,17.68,12.13,16.1,19.23,12.28,19.8,0.15,3.70,DE02A987-03F6-0242-B330-5373D5F97F31,0.0,,,,,
619,Wall,B20C8FBE-3412-F94D-8FF5-49A74E50DBDA,,,5.51,,,SW - 042,19.03,10.65,16.1,19.23,16.16,19.8,0.20,3.70,8C3B0FC1-8363-8143-A461-7D625A35BB3A,0.0,,,,,
620,Wall,A883D063-7CCA-DE4E-AFDD-3E1F8E4A9292,,,1.55,,,SW - 042,11.83,13.91,16.1,13.38,14.06,19.8,0.15,3.70,18CA42E3-98FD-744C-8FA3-D2E8D9821514,0.0,,,,,
621,Wall,98E1C210-3970-D843-9D0E-49AA3C82257B,,,1.55,,,SW - 042,17.68,13.91,16.1,19.23,14.06,19.8,0.15,3.70,D4D4FC24-C440-0746-B500-6CAF3464778A,0.0,,,,,
622,Wall,0B98C7F9-7032-384C-ACDE-1BF5EFF341F9,,,1.78,,,SW - 042,18.01,12.13,16.1,18.03,13.91,19.8,0.02,3.70,,0.0,,,,,
623,Wall,8CB6F1C0-D8B4-324F-9F3B-816FF89464BB,,,1.78,,,SW - 042,13.01,12.13,16.1,13.03,13.91,19.8,0.02,3.70,,0.0,,,,,
624,Wall,E5C7EEBA-B84E-5D40-9A1B-6F292FDD74F5,,,1.20,,,SW - 042,10.63,14.56,19.8,11.83,14.66,23.5,0.10,3.70,,0.0,,,,,
625,Wall,92AD1E15-2BF6-A145-9649-1FDC1523AA38,,,1.20,,,SW - 042,10.63,13.93,19.8,11.83,14.03,23.5,0.10,3.70,,0.0,,,,,
626,Wall,A250BFBF-FC48-D143-B0EA-73E1298A67ED,,,1.20,,,SW - 042,19.23,14.56,19.8,20.43,14.66,23.5,0.10,3.70,,0.0,,,,,
627,Wall,BB97941E-4A8C-6F48-BE2C-411B97C5F288,,,1.20,,,SW - 042,19.23,13.93,19.8,20.43,14.03,23.5,0.10,3.70,,0.0,,,,,
628,Wall,CD2A4FAB-671D-A448-A710-3912B34F89D9,,,6.20,,,SW - 042,11.83,14.96,19.8,18.03,15.11,23.5,0.15,3.70,,0.0,,,,,
629,Wall,533FE818-55D5-2D4B-B1C8-271D08727AD9,,,1.20,,,SW - 042,19.23,12.13,19.8,20.43,12.23,23.5,0.10,3.70,,0.0,,,,,
630,Wall,6280D5A8-4B3A-C449-B587-7F98C003D370,,,3.93,,,SW - 042,20.33,12.23,19.8,20.43,16.16,23.5,0.10,3.70,"A49D4445-4C06-5347-ACA5-A3F0515159A3, 1A395576-167C-C14F-A96E-F731DE3EA99A",0.0,,,,,
631,Wall,4F5F70F2-FDAF-C54E-8E90-CAE9D41154A3,,,8.60,,,SW - 042,11.83,16.01,19.8,20.43,16.16,23.5,0.15,3.70,,0.0,,,,,
632,Wall,E95E7101-587F-694F-8975-C78FCC9073F9,,,1.20,,,SW - 042,10.63,16.01,19.8,11.83,16.16,23.5,0.15,3.70,,0.0,,,,,
633,Wall,195FFA22-F480-8642-9A90-EE4DB8E70D13,,,3.93,,,SW - 042,10.63,12.23,19.8,10.73,16.16,23.5,0.10,3.70,"BD71D6F7-4D36-4B48-9937-5ECB0022D050, 52421A0A-3E83-C141-9A1A-D9C939D1E382",0.0,,,,,
634,Wall,062D7B1F-D1C7-A042-A4B6-38067DAF2584,,,1.20,,,SW - 042,10.63,12.13,19.8,11.83,12.23,23.5,0.10,3.70,,0.0,,,,,
635,Wall,6CF87A22-6D15-A04D-A9AB-2CD3CC510B9A,,,5.77,,,SW - 042,11.83,10.39,19.8,12.03,16.16,23.5,0.20,3.70,2CA37763-0FC1-4840-81CF-22D3B760E0C8,0.0,,,,,
636,Wall,EE726520-3BD7-DE4A-859D-DDE296DAB54D,,,1.55,,,SW - 042,11.83,12.13,19.8,13.38,12.28,23.5,0.15,3.70,AF8D88B9-842B-634B-A659-1684A61BCD58,0.0,,,,,
637,Wall,AA43F913-2B7D-9C4B-AAD9-DA37EA538668,,,1.55,,,SW - 042,17.68,12.13,19.8,19.23,12.28,23.5,0.15,3.70,6D2BD274-154B-A24B-8FD0-CDC93E2C6EBC,0.0,,,,,
638,Wall,3A294143-D75C-2A40-81E2-554C6E4F3864,,,5.51,,,SW - 042,19.03,10.65,19.8,19.23,16.16,23.5,0.20,3.70,4077CA9A-3777-2C43-BC74-4503D2BF1B47,0.0,,,,,
639,Wall,8B963586-A1A8-FE49-ACEE-0D8310B260F9,,,1.55,,,SW - 042,11.83,13.91,19.8,13.38,14.06,23.5,0.15,3.70,45478668-3031-FD49-8113-A7B603152D54,0.0,,,,,
640,Wall,88CE53F4-2E43-F842-B3DD-1F00F757E11A,,,1.55,,,SW - 042,17.68,13.91,19.8,19.23,14.06,23.5,0.15,3.70,52A7DBB6-F111-E549-81E5-05B7606F9D1D,0.0,,,,,
641,Wall,AAEEAF06-4F99-1D4C-BC2F-F4C190A22C44,,,1.78,,,SW - 042,18.01,12.13,19.8,18.03,13.91,23.5,0.02,3.70,,0.0,,,,,
642,Wall,1637B811-640A-4045-9DED-5885EDEB07C3,,,1.78,,,SW - 042,13.01,12.13,19.8,13.03,13.91,23.5,0.02,3.70,,0.0,,,,,
643,Wall,31CC27BE-BCEE-4045-AE95-2746558ACB50,,,1.20,,,SW - 042,10.63,14.56,23.5,11.83,14.66,27.2,0.10,3.70,,0.0,,,,,
644,Wall,892E799C-AC18-AB4F-9DF5-9128104A03F3,,,1.20,,,SW - 042,10.63,13.93,23.5,11.83,14.03,27.2,0.10,3.70,,0.0,,,,,
645,Wall,1EE6F587-D33A-D848-866B-FC56020F7B66,,,1.20,,,SW - 042,19.23,14.56,23.5,20.43,14.66,27.2,0.10,3.70,,0.0,,,,,
646,Wall,8D1F5F81-F4EA-1246-88C8-87246D5B41C7,,,1.20,,,SW - 042,19.23,13.93,23.5,20.43,14.03,27.2,0.10,3.70,,0.0,,,,,
647,Wall,93100720-BD47-B44E-996A-FB4E25111B71,,,6.20,,,SW - 042,11.83,14.96,23.5,18.03,15.11,27.2,0.15,3.70,,0.0,,,,,
648,Wall,82953012-7542-0B48-885D-6C801847E0DA,,,1.20,,,SW - 042,19.23,12.13,23.5,20.43,12.23,27.2,0.10,3.70,,0.0,,,,,
649,Wall,D774F5B5-D7F7-1A45-B46C-A4877CCADF1D,,,3.93,,,SW - 042,20.33,12.23,23.5,20.43,16.16,27.2,0.10,3.70,2F11FC52-79AC-9C49-B75A-A9B1D0EA2EC3,0.0,,,,,
650,Wall,3B2AB8F7-3658-3F42-833D-75EAFF551DE0,,,8.60,,,SW - 042,11.83,16.01,23.5,20.43,16.16,27.2,0.15,3.70,,0.0,,,,,
651,Wall,EA83BDE8-17D6-B843-841C-C3B8A5336024,,,1.20,,,SW - 042,10.63,16.01,23.5,11.83,16.16,27.2,0.15,3.70,,0.0,,,,,
652,Wall,A59D3799-3F62-C74B-BDEF-BFA6C7F3D446,,,3.93,,,SW - 042,10.63,12.23,23.5,10.73,16.16,27.2,0.10,3.70,2BCFE931-EA9E-3B42-B76E-871251BB29F9,0.0,,,,,
653,Wall,46D1BE63-E952-AC40-8A18-42DCF29B11A5,,,1.20,,,SW - 042,10.63,12.13,23.5,11.83,12.23,27.2,0.10,3.70,,0.0,,,,,
654,Wall,A82B0314-29E9-A845-8AE5-C81B8CB2C9BE,,,5.77,,,SW - 042,11.83,10.39,23.5,12.03,16.16,27.2,0.20,3.70,92B2D521-4B8A-064D-B8FE-3A5C5FA069E4,0.0,,,,,
655,Wall,1DEFE996-50DE-9840-82AE-5A2F9A239CF6,,,1.55,,,SW - 042,11.83,12.13,23.5,13.38,12.28,27.2,0.15,3.70,FB222A02-88CB-8248-A12F-067136620FB1,0.0,,,,,
656,Wall,8ABD81E5-D837-1046-9641-67D0A2E2DDFC,,,1.55,,,SW - 042,17.68,12.13,23.5,19.23,12.28,27.2,0.15,3.70,FF2C6A90-DD2E-E640-BB60-3F55CE7D7455,0.0,,,,,
657,Wall,2882F80D-B404-B747-B1AD-4A325ED95CA7,,,5.51,,,SW - 042,19.03,10.65,23.5,19.23,16.16,27.2,0.20,3.70,A61D4F6C-D967-D74A-867B-E65D0CD69ABA,0.0,,,,,
658,Wall,43FBA5F3-57DF-F74D-B912-AC2ED3F754E4,,,1.55,,,SW - 042,11.83,13.91,23.5,13.38,14.06,27.2,0.15,3.70,83849863-04F7-3D42-9E9B-E30DB0A65F1F,0.0,,,,,
659,Wall,3664B8BF-5C51-0E48-B9C0-F91316AA0775,,,1.55,,,SW - 042,17.68,13.91,23.5,19.23,14.06,27.2,0.15,3.70,2E52E846-500F-B24B-82FF-7CA1486014E4,0.0,,,,,
660,Wall,E11AEB29-2D12-294F-890A-E71145A22E0A,,,1.78,,,SW - 042,18.01,12.13,23.5,18.03,13.91,27.2,0.02,3.70,,0.0,,,,,
661,Wall,1CAC9DB3-C297-D44A-8E53-07B0037AC301,,,1.78,,,SW - 042,13.01,12.13,23.5,13.03,13.91,27.2,0.02,3.70,,0.0,,,,,
662,Wall,06E44216-38D4-A04D-94A0-D7E670B99398,,,1.20,,,SW - 042,10.63,14.56,27.2,11.83,14.66,30.9,0.10,3.70,,0.0,,,,,
663,Wall,5B89FF2B-A2FC-DF4B-8291-7A50575268E4,,,1.20,,,SW - 042,10.63,13.93,27.2,11.83,14.03,30.9,0.10,3.70,,0.0,,,,,
664,Wall,E0C559CC-D781-A144-A058-CD08E76CD3EF,,,1.20,,,SW - 042,19.23,14.56,27.2,20.43,14.66,30.9,0.10,3.70,,0.0,,,,,
665,Wall,6DB107B3-F6CB-9E48-ADE8-547A61D721EB,,,1.20,,,SW - 042,19.23,13.93,27.2,20.43,14.03,30.9,0.10,3.70,,0.0,,,,,
666,Wall,B352C1C0-7D88-4B40-ADB0-347E4EEDF9EC,,,6.20,,,SW - 042,11.83,14.96,27.2,18.03,15.11,30.9,0.15,3.70,,0.0,,,,,
667,Wall,0AF6B247-BF49-0546-8A60-2E940A454A5D,,,1.20,,,SW - 042,19.23,12.13,27.2,20.43,12.23,30.9,0.10,3.70,,0.0,,,,,
668,Wall,D2956D37-9662-0348-97CE-F1C78F781D63,,,3.93,,,SW - 042,20.33,12.23,27.2,20.43,16.16,30.9,0.10,3.70,9545D57A-D086-2944-837F-A22AAB2C8029,0.0,,,,,
669,Wall,E5104FD7-809A-D344-826E-275B4828B385,,,8.60,,,SW - 042,11.83,16.01,27.2,20.43,16.16,30.9,0.15,3.70,,0.0,,,,,
670,Wall,76145578-2965-534E-964C-0CEFC9D747D2,,,1.20,,,SW - 042,10.63,16.01,27.2,11.83,16.16,30.9,0.15,3.70,,0.0,,,,,
671,Wall,61D0C805-B453-0645-BAA6-18EC31E1B23C,,,3.93,,,SW - 042,10.63,12.23,27.2,10.73,16.16,30.9,0.10,3.70,"5070E1D7-7D33-EB40-AFE6-888E90B62CC3, 3E35CDA6-912B-8A4C-924E-8FE9EA253CC4",0.0,,,,,
672,Wall,F011B490-F20A-4E48-8BBA-4E31FDDE133B,,,1.20,,,SW - 042,10.63,12.13,27.2,11.83,12.23,30.9,0.10,3.70,,0.0,,,,,
673,Wall,FCD2B231-9AF2-114C-AAA7-770D318A9E96,,,5.77,,,SW - 042,11.83,10.39,27.2,12.03,16.16,30.9,0.20,3.70,1DFA2781-77F8-3648-A316-D0CB6098D79C,0.0,,,,,
674,Wall,DE0FEB06-97A7-3E40-971A-D70DE4F99327,,,1.55,,,SW - 042,11.83,12.13,27.2,13.38,12.28,30.9,0.15,3.70,4F37C6B3-4E66-A24F-BEBE-0061C8C795FF,0.0,,,,,
675,Wall,E0ABB6A0-A867-8849-9A51-9E26DAC8ECFA,,,1.55,,,SW - 042,17.68,12.13,27.2,19.23,12.28,30.9,0.15,3.70,612709DE-4E2D-774D-850D-A4B2D2B85BBE,0.0,,,,,
676,Wall,122657ED-B577-DE4C-A311-B5CC1E077848,,,5.51,,,SW - 042,19.03,10.65,27.2,19.23,16.16,30.9,0.20,3.70,D9B7BCA0-791E-904F-8762-5BE18AF5F9A3,0.0,,,,,
677,Wall,7AAD98A8-859E-2D40-B600-7605C883C661,,,1.55,,,SW - 042,11.83,13.91,27.2,13.38,14.06,30.9,0.15,3.70,97E14544-67E4-6E42-8B8B-1BDE188355CB,0.0,,,,,
678,Wall,19FBD258-23F2-0A4F-9601-5B43111F1C10,,,1.55,,,SW - 042,17.68,13.91,27.2,19.23,14.06,30.9,0.15,3.70,1D3A8AA1-AD1E-5F4D-9563-5F46AA309C4C,0.0,,,,,
679,Wall,4DECD373-6E24-F74A-84E1-709FF199BC6E,,,1.78,,,SW - 042,18.01,12.13,27.2,18.03,13.91,30.9,0.02,3.70,,0.0,,,,,
680,Wall,B7C37DBA-425F-6A41-88A1-DD913866BFB0,,,1.78,,,SW - 042,13.01,12.13,27.2,13.03,13.91,30.9,0.02,3.70,,0.0,,,,,
681,Wall,515F2F47-DF8F-EC45-9711-C6714060ACC1,,,1.20,,,SW - 042,10.63,14.56,30.9,11.83,14.66,34.6,0.10,3.70,,0.0,,,,,
682,Wall,CAE013B6-E2BF-2540-9E69-9477E32CD193,,,1.20,,,SW - 042,10.63,13.93,30.9,11.83,14.03,34.6,0.10,3.70,,0.0,,,,,
683,Wall,453C2331-CC0F-F344-B480-C3CF14BF4DB1,,,1.20,,,SW - 042,19.23,14.56,30.9,20.43,14.66,34.6,0.10,3.70,,0.0,,,,,
684,Wall,5F361E64-5EEE-0648-A456-D058B6BBD95A,,,1.20,,,SW - 042,19.23,13.93,30.9,20.43,14.03,34.6,0.10,3.70,,0.0,,,,,
685,Wall,EE220120-F9F8-034D-9369-1AB5134EFA55,,,6.20,,,SW - 042,11.83,14.96,30.9,18.03,15.11,34.6,0.15,3.70,,0.0,,,,,
686,Wall,333B39FA-D3B2-894C-B573-0BB93AD7CE9F,,,1.20,,,SW - 042,19.23,12.13,30.9,20.43,12.23,34.6,0.10,3.70,,0.0,,,,,
687,Wall,22889F01-3E4C-3C4C-996D-F1969DB14D08,,,3.93,,,SW - 042,20.33,12.23,30.9,20.43,16.16,34.6,0.10,3.70,E6F2298E-68FD-CE41-9207-A0F25C80D1C5,0.0,,,,,
688,Wall,6E9EDFA0-0DDB-FE4E-B82F-54BB4A2EAA87,,,8.60,,,SW - 042,11.83,16.01,30.9,20.43,16.16,34.6,0.15,3.70,,0.0,,,,,
689,Wall,E96C33AA-1D73-A049-BBD3-604D7EBEB76F,,,1.20,,,SW - 042,10.63,16.01,30.9,11.83,16.16,34.6,0.15,3.70,,0.0,,,,,
690,Wall,D0FD712D-0F8A-6445-A8E6-9EECF0F4BAAC,,,3.93,,,SW - 042,10.63,12.23,30.9,10.73,16.16,34.6,0.10,3.70,"FD28D0BB-A5A8-E44F-A59E-7402DDD4605C, 9CB0F412-C140-2B44-9CAE-C0D0D4994174",0.0,,,,,
691,Wall,8C67612E-0C3C-4B45-A255-B047B346F360,,,1.20,,,SW - 042,10.63,12.13,30.9,11.83,12.23,34.6,0.10,3.70,,0.0,,,,,
692,Wall,083D6E3E-BCC9-1642-902D-FC71E4189EC3,,,5.77,,,SW - 042,11.83,10.39,30.9,12.03,16.16,34.6,0.20,3.70,186B84EC-3719-1443-99DD-8A464FCA59E2,0.0,,,,,
693,Wall,ACAB7481-1A31-E34B-AF6A-BA58161CCBC0,,,1.55,,,SW - 042,11.83,12.13,30.9,13.38,12.28,34.6,0.15,3.70,C283E550-29E9-8A4A-8DAE-9CC768648F75,0.0,,,,,
694,Wall,821C940E-FF69-124F-96AE-27395020CB87,,,1.55,,,SW - 042,17.68,12.13,30.9,19.23,12.28,34.6,0.15,3.70,7FF59A0D-7A06-394E-A97E-8166D76EF25C,0.0,,,,,
695,Wall,0E9D1043-6B04-934C-8E38-C85A5B404D0B,,,5.51,,,SW - 042,19.03,10.65,30.9,19.23,16.16,34.6,0.20,3.70,FC86EB20-2E1B-104A-B3E3-84BB85C7BAFD,0.0,,,,,
696,Wall,BB7E3650-B6F7-9B47-915F-7F2290628288,,,1.55,,,SW - 042,11.83,13.91,30.9,13.38,14.06,34.6,0.15,3.70,D713DD42-85B1-4C40-AE87-232D53025E91,0.0,,,,,
697,Wall,EE5E2A03-16C1-674D-B431-AFC36FEA9C25,,,1.55,,,SW - 042,17.68,13.91,30.9,19.23,14.06,34.6,0.15,3.70,1D276F7F-15F0-424A-BBC2-B602A07394CE,0.0,,,,,
698,Wall,1CA43B96-3ABF-234C-ABFF-827586ABAB9E,,,1.78,,,SW - 042,18.01,12.13,30.9,18.03,13.91,34.6,0.02,3.70,,0.0,,,,,
699,Wall,A665F215-8FC2-C847-8A1F-E652C052D3E9,,,1.78,,,SW - 042,13.01,12.13,30.9,13.03,13.91,34.6,0.02,3.70,,0.0,,,,,
700,Wall,B409FDF8-878F-9D45-BEA4-57790CA9D388,,,1.20,,,SW - 042,10.63,14.56,34.6,11.83,14.66,38.3,0.10,3.70,,0.0,,,,,
701,Wall,235C766B-C96D-804D-9E7D-93335A29070A,,,1.20,,,SW - 042,10.63,13.93,34.6,11.83,14.03,38.3,0.10,3.70,,0.0,,,,,
702,Wall,BFD72505-3F5A-CB40-9C13-54524A3DC283,,,1.20,,,SW - 042,19.23,14.56,34.6,20.43,14.66,38.3,0.10,3.70,,0.0,,,,,
703,Wall,C445E250-FCDC-8D40-BB23-EA039F117FC4,,,1.20,,,SW - 042,19.23,13.93,34.6,20.43,14.03,38.3,0.10,3.70,,0.0,,,,,
704,Wall,9B7D855C-DD17-2946-B6D0-0161284DB4D5,,,6.20,,,SW - 042,11.83,14.96,34.6,18.03,15.11,38.3,0.15,3.70,,0.0,,,,,
705,Wall,F24D748A-C54F-B346-AFB3-E9BF9FA1AE19,,,1.20,,,SW - 042,19.23,12.13,34.6,20.43,12.23,38.3,0.10,3.70,,0.0,,,,,
706,Wall,2BB293D9-C746-A04B-8602-E94D031E82DC,,,3.93,,,SW - 042,20.33,12.23,34.6,20.43,16.16,38.3,0.10,3.70,14F41255-2E2E-D84D-A4AF-15AE1556A3B9,0.0,,,,,
707,Wall,C77E9002-E14F-8E47-8EAB-4280CEEAD516,,,8.60,,,SW - 042,11.83,16.01,34.6,20.43,16.16,38.3,0.15,3.70,,0.0,,,,,
708,Wall,885A6EA4-A88B-5F4F-9CC1-44789C599EE1,,,1.20,,,SW - 042,10.63,16.01,34.6,11.83,16.16,38.3,0.15,3.70,,0.0,,,,,
709,Wall,A33D01E4-8063-3F4D-A537-449A53D7EA5A,,,3.93,,,SW - 042,10.63,12.23,34.6,10.73,16.16,38.3,0.10,3.70,"7A72FBDF-3B04-184C-9CE0-3B8CDACC21EC, 388AA3DF-B79F-9B4F-9EFF-89214EDFB2DB",0.0,,,,,
710,Wall,F15729D1-2E32-0648-A661-3DE947A14598,,,1.20,,,SW - 042,10.63,12.13,34.6,11.83,12.23,38.3,0.10,3.70,,0.0,,,,,
711,Wall,D4DC1212-AAF1-5D43-A5FC-7217BE384290,,,5.77,,,SW - 042,11.83,10.39,34.6,12.03,16.16,38.3,0.20,3.70,805CAA88-A830-3C40-B336-368BAD7D8333,0.0,,,,,
712,Wall,5F30AAA5-49A4-DD45-AE48-CF6803C005D9,,,1.55,,,SW - 042,11.83,12.13,34.6,13.38,12.28,38.3,0.15,3.70,0FABF85D-2693-8849-8F35-2B97BBE3613F,0.0,,,,,
713,Wall,ACF18BF8-8612-B64B-ADBD-2FD0CC3700BF,,,1.55,,,SW - 042,17.68,12.13,34.6,19.23,12.28,38.3,0.15,3.70,54AC35EB-E4E8-0044-AD3B-D60C1851C9EF,0.0,,,,,
714,Wall,2CD1542B-D427-624E-B05C-A278CEDB2D2F,,,5.51,,,SW - 042,19.03,10.65,34.6,19.23,16.16,38.3,0.20,3.70,643A5A71-2EBE-B64E-8B05-DC021B849A17,0.0,,,,,
715,Wall,63167F1A-0C51-BA45-81F1-97A03BD28155,,,1.55,,,SW - 042,11.83,13.91,34.6,13.38,14.06,38.3,0.15,3.70,E43B38B8-AE71-4A4C-9C8D-96306175233E,0.0,,,,,
716,Wall,B7CB9F53-7961-A04A-ABDC-82791DE1F379,,,1.55,,,SW - 042,17.68,13.91,34.6,19.23,14.06,38.3,0.15,3.70,D26DB29D-3D74-6E4D-9C76-59D894B4EDEB,0.0,,,,,
717,Wall,0F6A7B98-B0C3-DF47-8879-0BC02D8311E6,,,1.78,,,SW - 042,18.01,12.13,34.6,18.03,13.91,38.3,0.02,3.70,,0.0,,,,,
718,Wall,53723AB3-9966-E441-8087-9666D0C352DC,,,1.78,,,SW - 042,13.01,12.13,34.6,13.03,13.91,38.3,0.02,3.70,,0.0,,,,,
719,Wall,E6E7815D-84F1-2040-9690-AC6AACCB37BA,,,1.20,,,SW - 042,10.63,14.56,38.3,11.83,14.66,42.0,0.10,3.70,,0.0,,,,,
720,Wall,6F76D93D-EDD8-F949-A87D-394721D19556,,,1.20,,,SW - 042,10.63,13.93,38.3,11.83,14.03,42.0,0.10,3.70,,0.0,,,,,
721,Wall,E98EC874-DFEF-984C-890F-D45FBB0B9065,,,1.20,,,SW - 042,19.23,14.56,38.3,20.43,14.66,42.0,0.10,3.70,,0.0,,,,,
722,Wall,4D7348C5-28F1-4847-B219-F3E92B80AE0D,,,1.20,,,SW - 042,19.23,13.93,38.3,20.43,14.03,42.0,0.10,3.70,,0.0,,,,,
723,Wall,3216F8B6-75FA-EC4A-BEF8-5FF27F257519,,,6.20,,,SW - 042,11.83,14.96,38.3,18.03,15.11,42.0,0.15,3.70,,0.0,,,,,
724,Wall,ABC0917B-313E-F241-B106-F1CEC16BC09D,,,1.20,,,SW - 042,19.23,12.13,38.3,20.43,12.23,42.0,0.10,3.70,,0.0,,,,,
725,Wall,29A6E1CF-25A0-0942-B4D4-0CA113E5E2C1,,,3.93,,,SW - 042,20.33,12.23,38.3,20.43,16.16,42.0,0.10,3.70,2A88701E-2F1D-D04E-989B-CD5FC9893EE2,0.0,,,,,
726,Wall,954FB058-808D-EB45-9E68-7AC7450499C1,,,8.60,,,SW - 042,11.83,16.01,38.3,20.43,16.16,42.0,0.15,3.70,,0.0,,,,,
727,Wall,D41A675D-6724-E74E-8E87-058ED293A8D0,,,1.20,,,SW - 042,10.63,16.01,38.3,11.83,16.16,42.0,0.15,3.70,,0.0,,,,,
728,Wall,6FFA6AC7-A1BB-6847-BF37-F88A90CA58FE,,,3.93,,,SW - 042,10.63,12.23,38.3,10.73,16.16,42.0,0.10,3.70,"01132FF0-5828-E046-AE04-2E437D4D54D6, 44F2EC0E-3EF6-0A4D-9197-CF2E09A5204D",0.0,,,,,
729,Wall,03317104-8F2D-7642-AB41-251845275CAF,,,1.20,,,SW - 042,10.63,12.13,38.3,11.83,12.23,42.0,0.10,3.70,,0.0,,,,,
