node_id,element_type,guid,length,width,height,info_string,label_type,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,embedded_door_guid,zone_stamp_guid,pos_x,pos_y,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid,label_guid
1860,Door,575A3CBB-B1DE-4180-8D69-205374293777,,1.00 ,2.10 ,PEntrance,0,-5.69,-26.78,13.6,-4.37,-25.43,15.7,,,,,,,,C196E8EE-4BAD-42C7-B2F8-4D89D7FF5C92,AE30F34F-975B-467D-A465-4AC8D386E8A4,
1861,Door,64361A36-3C78-4EED-852F-C904EE0CBD10,,1.00 ,2.10 ,PEntrance,0,-5.4,-28.05,13.6,-4.09,-26.7,15.7,,,,,,,,80BD3342-7FBF-4151-A9B7-5B71D728A6A1,AE30F34F-975B-467D-A465-4AC8D386E8A4,
1862,Door,B9CA21AB-0BB0-4F60-8A3C-04E6457071CE,,1.00 ,2.10 ,PEntrance,0,-10.11,-7.26,23.2,-8.79,-5.9,25.3,,,,,,,,CCC967EC-2006-45CE-8E8A-30B164862A8E,13363356-2CBF-4650-A333-14DFC2879F96,
1863,Door,FCB1BE72-4970-4D20-B5EB-5FF0C88E1DAF,,1.00 ,2.10 ,PEntrance,0,-9.81,-8.59,23.2,-8.49,-7.24,25.3,,,,,,,,FFCD320C-D195-45D3-B58A-9D9674008BBE,13363356-2CBF-4650-A333-14DFC2879F96,
1864,Door,183F6DDB-175A-49EE-A21A-AB1050873B64,,1.00 ,2.10 ,PEntrance,0,-7.97,-16.73,23.2,-6.65,-15.37,25.3,,,,,,,,DC31F7AC-928C-4A2A-962C-394573CD7147,13363356-2CBF-4650-A333-14DFC2879F96,
1865,Door,6C8FAF96-E270-4A37-841D-83BB0FA2DC1F,,1.00 ,2.10 ,PEntrance,0,-7.15,-20.34,23.2,-5.83,-18.99,25.3,,,,,,,,E4846A54-A395-4544-AB99-8FDBC6F62ABD,13363356-2CBF-4650-A333-14DFC2879F96,
1866,Door,23CBBF95-E009-4B72-B607-BB2A4F182650,,1.00 ,2.10 ,PEntrance,0,-5.71,-26.7,23.2,-4.39,-25.35,25.3,,,,,,,,7DDBFAEF-FED1-4B38-AC62-0CB10572D0F4,13363356-2CBF-4650-A333-14DFC2879F96,
1867,Door,6672A0AE-79FA-4F33-A3A0-869F2F4E6350,,1.00 ,2.10 ,PEntrance,0,-5.34,-28.34,23.2,-4.02,-26.98,25.3,,,,,,,,552BA0BA-BE2B-4CB5-BDA0-A1228EBB98FC,13363356-2CBF-4650-A333-14DFC2879F96,
1868,Door,6447F884-401E-43A8-BE9C-5351C38A25AC,,1.00 ,2.10 ,PEntrance,0,-2.06,-31.01,23.2,-0.74,-29.66,25.3,,,,,,,,FE9C845E-6951-44DD-A5F2-CFE855C31ABD,380A6757-7BDF-4818-8B1D-DE244A6C8514,
1869,Door,3B0EBBEF-C6C7-4E44-B79B-0F91B688A4E4,,1.00 ,2.10 ,PEntrance,0,-3.61,-24.16,23.2,-2.29,-22.8,25.3,,,,,,,,8E392DB8-E12B-47FF-9393-D067638291B9,380A6757-7BDF-4818-8B1D-DE244A6C8514,
1870,Door,592E370E-39C5-48E5-B9C4-44E5014C1369,,1.00 ,2.10 ,PEntrance,0,-4.25,-21.34,23.2,-2.93,-19.99,25.3,,,,,,,,278235F5-240E-4D62-A03C-17FBAED3F85D,380A6757-7BDF-4818-8B1D-DE244A6C8514,
1871,Door,F4AD2932-4F30-4B86-B093-9BC92AE4B34B,,1.00 ,2.10 ,PEntrance,0,-6.17,-12.83,23.2,-4.86,-11.48,25.3,,,,,,,,41BE12E9-4866-41CF-AB24-0321B7314011,380A6757-7BDF-4818-8B1D-DE244A6C8514,
1872,Door,5B5ABA55-8A5A-42C7-A57E-79E6F81D8014,,1.00 ,2.10 ,PEntrance,0,-6.81,-10.03,23.2,-5.49,-8.68,25.3,,,,,,,,5AF26FC7-FBCD-4532-B8AF-5C02BC1C0264,380A6757-7BDF-4818-8B1D-DE244A6C8514,
1873,Door,167D98EA-C8DB-4B85-B546-9E537FA3DEDC,,1.00 ,2.10 ,PEntrance,0,-8.36,-3.18,23.2,-7.05,-1.83,25.3,,,,,,,,872CF68A-AF75-4EE0-A3EC-655B70554E18,380A6757-7BDF-4818-8B1D-DE244A6C8514,
1874,Door,A300C84D-7ADB-4FA9-B763-57DFB798741F,,1.00 ,2.10 ,PEntrance,0,-10.57,-5.23,32.8,-9.25,-3.88,34.9,,,,,,,,94868E7C-D167-4B13-9164-F29770E508C0,768782E5-E536-431C-9559-2A0681B24E9C,
1875,Door,EA119DB3-12D1-484A-9C8D-62B7EA130D58,,1.00 ,2.10 ,PEntrance,0,-9.75,-8.84,32.8,-8.44,-7.48,34.9,,,,,,,,AD8DD638-438F-4300-B9ED-9DC7C48A3EB7,768782E5-E536-431C-9559-2A0681B24E9C,
1876,Door,6E4CD756-4758-49D5-A1E6-D206B14E945A,,1.00 ,2.10 ,PEntrance,0,-7.9,-17.02,32.8,-6.58,-15.67,34.9,,,,,,,,767F1884-A15A-4B37-9073-EB5A0BB268BB,768782E5-E536-431C-9559-2A0681B24E9C,
1877,Door,A4F8C258-9D38-45EF-A7D2-793592F2F2EC,,1.00 ,2.10 ,PEntrance,0,-6.79,-21.91,32.8,-5.48,-20.55,34.9,,,,,,,,8EBE5814-7EAE-4245-8E68-4E17903A7937,768782E5-E536-431C-9559-2A0681B24E9C,
1878,Door,603302E6-B71E-4749-842A-4C1D8698281C,,1.00 ,2.10 ,PEntrance,0,-5.96,-25.57,32.8,-4.65,-24.22,34.9,,,,,,,,964736CC-31FF-470E-865E-B9360EE69F98,768782E5-E536-431C-9559-2A0681B24E9C,
1879,Door,FEEE30C3-9643-47F1-BC19-76833875D93D,,1.00 ,2.10 ,PEntrance,0,-5.13,-29.26,32.8,-3.81,-27.91,34.9,,,,,,,,1EB909F3-5A80-468B-B831-66CFB4C656DF,768782E5-E536-431C-9559-2A0681B24E9C,
1880,Door,61BE4BDE-D131-447B-A9FD-3998C0EFB1FF,,1.00 ,2.10 ,PEntrance,0,-2.06,-31.01,32.8,-0.74,-29.66,34.9,,,,,,,,6CBD5E37-3936-410E-A008-45D9BE9E0965,7AB0D970-3892-4C91-9842-8712469B5F6A,
1881,Door,58F91CA1-30F3-4080-AF2C-86CF630C42D7,,1.00 ,2.10 ,PEntrance,0,-3.96,-22.6,32.8,-2.65,-21.25,34.9,,,,,,,,CC33FDE6-B9E2-443A-9A94-96CC899E6D9B,7AB0D970-3892-4C91-9842-8712469B5F6A,
1882,Door,7182F659-7BB2-49DC-9BE2-4C1FC5870712,,1.00 ,2.10 ,PEntrance,0,-4.25,-21.33,32.8,-2.94,-19.98,34.9,,,,,,,,B98A3D32-54E5-4435-A9D4-66BC05787138,7AB0D970-3892-4C91-9842-8712469B5F6A,
1883,Door,E7577076-DCEE-43AD-8F62-18C8A4479AE1,,1.00 ,2.10 ,PEntrance,0,-6.17,-12.85,32.8,-4.86,-11.5,34.9,,,,,,,,A85439B4-5C6D-4A16-A8FE-2CC444317C38,7AB0D970-3892-4C91-9842-8712469B5F6A,
1884,Door,F5E5300A-68A6-449B-B04E-14A3762A06B6,,1.00 ,2.10 ,PEntrance,0,-8.3,-3.45,32.8,-6.98,-2.1,34.9,,,,,,,,966ADE3B-C0C8-4AEA-B4DE-5F62FC7950C9,7AB0D970-3892-4C91-9842-8712469B5F6A,
1885,Door,3639FE88-A071-4627-83A1-92419DD4D040,,1.00 ,2.10 ,PEntrance,0,-2.04,-31.08,42.4,-0.73,-29.73,44.5,,,,,,,,8AC3A121-6181-4BE2-BA54-740779ECB74C,F1305597-A0B3-4A7B-91C7-2A1AB8B860B1,
1886,Door,F5B7882C-5617-496C-9219-69433940E2F3,,1.00 ,2.10 ,PEntrance,0,-3.96,-22.59,42.4,-2.65,-21.24,44.5,,,,,,,,49446875-C8F6-456A-828D-31D30E0707A6,F1305597-A0B3-4A7B-91C7-2A1AB8B860B1,
1887,Door,60381F09-4B3B-405D-B66E-64435E225583,,1.00 ,2.10 ,PEntrance,0,-4.49,-20.25,42.4,-3.18,-18.89,44.5,,,,,,,,2E40F860-1D58-4A6E-A01C-BA383FF5E318,F1305597-A0B3-4A7B-91C7-2A1AB8B860B1,
1888,Door,D0EB510A-0FB2-45F0-A25D-5F093AC50283,,1.00 ,2.10 ,PEntrance,0,-5.96,-25.57,42.4,-4.65,-24.22,44.5,,,,,,,,5BED90D4-3FEA-406A-B8B2-F01B385CE5B3,14D5952D-DB8D-4105-A3D6-1E278A7B5D46,
1889,Door,640BD7FE-352D-4E12-8B27-13CDD2D62472,,1.00 ,2.10 ,PEntrance,0,-5.13,-29.26,42.4,-3.81,-27.91,44.5,,,,,,,,822E0A54-66B3-4E62-8E6D-BBA0E917C0B8,14D5952D-DB8D-4105-A3D6-1E278A7B5D46,
1890,Door,762BEB54-8730-489C-BF41-5F289A8B1056,,0.80 ,2.10 ,P24,0,-3.15,-37.72,-22.7,-2.08,-36.67,-20.6,,,,,,,,5BB4E03F-A4CF-4EAC-9EF7-286BFDE5A864,5E1EA33E-DA29-4453-9E15-9BEFE04F4643,
1891,Door,DCF734FA-58F2-C611-BE57-B97A3B2DC5ED,,1.00 ,2.10 ,P24,0,-1.82,-34.62,0.0,-0.4,-33.3,2.1,,,,,,,,18EE2B7A-CA8C-ED1E-D08A-2EA1B45D3D59,8BE4F606-32BB-03CA-5929-56162E7B87A4,
1892,Door,A3BB97FC-4238-CE73-B9AA-4C39888A0C5A,,0.80 ,2.10 ,P24,0,-3.15,-37.72,0.0,-2.08,-36.67,2.1,,,,,,,,70A8C9C1-5A99-B456-584B-01704FC75437,7B71E9E7-B430-E0E8-0140-4444F43B3F87,
1893,Door,73CF5C98-2B22-82F1-9999-E9C9D2C8F557,,1.00 ,2.10 ,P24,0,-0.92,-34.39,4.0,0.49,-33.07,6.1,,,,,,,,D7E65473-803F-8279-C83D-98DA5FC7D5D4,A8C611FF-300E-8F8A-062C-3AE6FC10A16D,
1894,Door,BE1CFF9A-9B95-ACBD-323F-B6330A545B9A,,0.80 ,2.10 ,P24,0,-3.15,-37.72,4.0,-2.08,-36.67,6.1,,,,,,,,AAA3D41F-5C32-CCE1-22AB-1E85DF44415A,D91CC9C6-DE81-CEE7-84B0-A29EA75178D9,
1895,Door,37DB007F-3BC5-0C81-60A6-BC33DF537AC4,,1.00 ,2.10 ,P24,0,-0.92,-34.39,7.2,0.49,-33.07,9.3,,,,,,,,BFC3A882-7061-262E-34E6-6F71007177A3,0D33969A-D5C2-C963-6069-6DF2F95DDDBC,
1896,Door,7D6E31D1-3CF1-0EF5-97C3-0D01FB76FDB9,,0.80 ,2.10 ,P24,0,-3.15,-37.72,7.2,-2.08,-36.67,9.3,,,,,,,,A16C7541-DF0A-84D2-7B6D-8115D1A742ED,C46D1312-9D41-C612-4F6E-DEED76FAC30C,
1897,Door,6F5BCCC8-CB48-48D3-F360-D7EF1A7CA17F,,1.00 ,2.10 ,P24,0,-0.92,-34.39,10.4,0.49,-33.07,12.5,,,,,,,,44201066-6BB4-AB45-E830-9DD4A7316DD0,01683F26-8BC5-4F1D-2D01-D40130F622EB,
1898,Door,C836FE4C-14BD-E9DB-DC60-D9B0A9C1758B,,0.80 ,2.10 ,P24,0,-3.15,-37.72,10.4,-2.08,-36.67,12.5,,,,,,,,1C417792-2F4D-F9E1-B4EC-ED0B56CBA6EA,87F0960D-4AA6-58F1-F8D7-D12B92835C8D,
1899,Door,76A2DCCC-AC85-E65E-5791-6C2DECAEBDAB,,1.00 ,2.10 ,P24,0,-0.92,-34.39,13.6,0.49,-33.07,15.7,,,,,,,,F4E30919-E7B1-CC65-E8C0-2F7E5B00C952,55A30B00-7426-6765-23BE-09D2E95B6488,
1900,Door,751C6BBF-31A6-5109-B500-C973037C9258,,0.80 ,2.10 ,P24,0,-3.15,-37.72,13.6,-2.08,-36.67,15.7,,,,,,,,589901F7-B8B9-5925-3738-78EB556838C6,211B326B-A1AC-A88C-D62A-2AB56136B1AA,
1901,Door,FD227EA8-3807-2E3B-A38F-0D8E37E0FE53,,1.00 ,2.10 ,P24,0,-0.92,-34.39,16.8,0.49,-33.07,18.9,,,,,,,,6F7198C5-1FE2-9AB9-6B9D-088F203D8DD1,FCA98F14-8511-AB24-6EB3-FE772481DAB8,
1902,Door,274AF73D-94E4-086C-6E03-CE3035E204C3,,0.80 ,2.10 ,P24,0,-3.15,-37.72,16.8,-2.08,-36.67,18.9,,,,,,,,4B9CD081-2ADE-4BD2-8A4D-D1568C8CF6ED,40089091-4673-EE6E-ECC4-5462DA0B73F7,
1903,Door,4244614A-5697-98E1-BB75-A2F45D52E1D2,,1.00 ,2.10 ,P24,0,-0.92,-34.39,20.0,0.49,-33.07,22.1,,,,,,,,47D0F058-77A0-DF0E-D60E-85F9451F7726,37F76EA4-7908-7406-A7FE-1AAACE87533F,
1904,Door,B10220BF-954A-A58D-BBF4-9BD80A1B1D0A,,0.80 ,2.10 ,P24,0,-3.15,-37.72,20.0,-2.08,-36.67,22.1,,,,,,,,960FF4AF-3648-0067-0AB5-7AE3D98CCC6E,32A92288-E7C8-84D9-A1FC-C390D67AC1EC,
1905,Door,1A73B3D2-76DC-9E09-8C2B-758946E7A5B3,,1.00 ,2.10 ,P24,0,-0.92,-34.39,26.4,0.49,-33.07,28.5,,,,,,,,4DEDE9F1-83F8-A061-864C-551A2E0CFB10,1333B1C5-17DD-3E3D-5674-8EEB9162E9E2,
1906,Door,521396E3-FB4A-4877-BBD4-2F5E01D6C731,,0.80 ,2.10 ,P24,0,-3.15,-37.72,26.4,-2.08,-36.67,28.5,,,,,,,,5B972447-CD9A-FFD7-B426-30F217B60B3C,420EE805-63F0-21C7-1A64-5343A178C843,
1907,Door,7DC894A2-9BC1-B66A-AA22-F6E378353890,,1.00 ,2.10 ,P24,0,-0.92,-34.39,29.6,0.49,-33.07,31.7,,,,,,,,64E8A7D6-D637-19B5-7C40-81C4FB103476,B7AB7EA4-AD9B-EE30-FDA4-162516C5FA90,
1908,Door,25CFAC8F-DF97-B81B-B08B-15C3A8D5534F,,0.80 ,2.10 ,P24,0,-3.15,-37.72,29.6,-2.08,-36.67,31.7,,,,,,,,712BB963-4E7F-A5D9-A523-7172064F4BB3,0916DEBD-4017-1F9E-738F-EEB96567DA21,
1909,Door,082F66EE-4214-B467-CDAB-8CE5D5C80E02,,1.00 ,2.10 ,P24,0,-0.92,-34.39,36.0,0.49,-33.07,38.1,,,,,,,,FEFF64B3-3AD7-54F8-C54D-36A03FA4159A,BADDE669-71B4-DC53-87F1-6EEE60DBCD65,
1910,Door,60D17DE1-7CFE-977E-A1A9-02920AC5855D,,0.80 ,2.10 ,P24,0,-3.15,-37.72,36.0,-2.08,-36.67,38.1,,,,,,,,A8F16710-DB6B-868B-EFB6-E613156E1EE8,35C2E85C-19D6-FA9A-9829-E83A2D58D766,
1911,Door,C1076CF3-3181-3F1E-267E-7C144C10C2EB,,1.00 ,2.10 ,P24,0,-0.92,-34.39,39.2,0.49,-33.07,41.3,,,,,,,,DC136517-F0B5-8950-200E-19F63998299C,3E870EA4-F961-32C3-ACDF-C15BB58D0A25,
1912,Door,84C51CFC-052A-9133-3318-D76FCA07C816,,0.80 ,2.10 ,P24,0,-3.15,-37.72,39.2,-2.08,-36.67,41.3,,,,,,,,9CDAA1F3-2596-E0F6-ED2A-EEFA58791F1A,77FDE709-22AF-0661-F9B0-57C0A7FFB234,
1913,Door,0B2CC27F-B7C1-7302-89AB-A31829A010D3,,1.00 ,2.10 ,P24,0,-0.92,-34.39,42.4,0.49,-33.07,44.5,,,,,,,,DAF69B8D-F555-5A43-2B8F-02CADE94B9DF,EB420A4A-5FEE-EF27-21D3-BDA22BED1E95,
1914,Door,514F080D-CACD-BCD4-B021-2A17AC8AB663,,0.80 ,2.10 ,P24,0,-3.15,-37.72,42.4,-2.08,-36.67,44.5,,,,,,,,C1F22DE1-D7C7-F2F3-1F52-53CE45808DFD,744C33DC-2FBB-6DCC-EFCB-D9CCF7795638,
1915,Door,CF780982-F356-C39A-2FBD-ABC5CF44D2D7,,1.00 ,2.10 ,P24,0,-0.92,-34.39,45.6,0.49,-33.07,47.7,,,,,,,,91D379D4-950F-642B-5C64-CF17FD50E1B6,E36BD250-12AE-8DB1-ECCB-E834AF94381B,
1916,Door,26A51581-3A15-E367-4F66-E4E25CAA3D6F,,0.80 ,2.10 ,P24,0,-3.15,-37.72,45.6,-2.08,-36.67,47.7,,,,,,,,4DB7B5F2-75AB-2041-B467-11062A0D578A,5A509810-4074-558D-06BC-E14384E06738,
1917,Door,C5A03018-C996-B1EF-0CCD-2B1BFE160725,,1.00 ,2.10 ,P24,0,-0.92,-34.39,48.8,0.49,-33.07,50.9,,,,,,,,3FA3A4F7-E41F-7A60-CA9D-5C71960CB7DC,BA701BC4-4A8A-3745-0CB0-C43848B0C7A4,
1918,Door,BE022787-E38E-69CB-97A0-26885F4ECC83,,0.80 ,2.10 ,P24,0,-3.15,-37.72,48.8,-2.08,-36.67,50.9,,,,,,,,016AF098-D349-10E7-C975-C6246D4756D4,D9011EDF-0315-C2B9-CD90-C7936A1966A6,
1919,Door,6753A316-594C-424F-9109-EF794F683F67,,2.20 ,2.10 ,P01,0,1.33,-29.82,-25.9,1.95,-27.57,-23.8,,,,,,,,,0087D811-0A7E-49D9-86FE-F53FD660B608,
1920,Door,3BA41B21-C085-4855-8278-988811F1FA45,,1.50 ,2.10 ,P01,0,0.88,-27.05,-25.9,1.3,-25.57,-23.8,,,,,,,,,0087D811-0A7E-49D9-86FE-F53FD660B608,
1921,Door,DCDF4EAC-66D9-F6EB-63DC-7CD60506F49D,,2.20 ,2.10 ,P01,0,1.33,-29.82,10.4,1.95,-27.57,12.5,,,,,,,,,1AAD239A-DDE8-79AB-14DB-91802918DD0C,
1922,Door,98200D5A-C3AB-A2F0-C2FC-118B08BEE718,,1.50 ,2.10 ,P01,0,0.88,-27.05,10.4,1.3,-25.57,12.5,,,,,,,,,1AAD239A-DDE8-79AB-14DB-91802918DD0C,
1923,Door,81884892-5F81-4408-9E90-E5267AD509AF,,1.57 ,2.10 ,P01,0,-2.45,-13.73,-29.1,-0.9,-13.29,-27.0,,,,,,,,,7FFF57B5-53F2-47F9-B940-EB1BC38BBE2F,
1924,Door,92A24606-105C-4C7E-8B1A-4C4999F2DC7B,,2.20 ,2.10 ,P01,0,-3.09,-10.31,-32.3,-2.47,-8.06,-30.2,,,,,,,,,46117072-7807-4F46-9217-2DD43D696B5E,
1925,Door,A929621E-E91F-4D98-901E-F8601C424AC1,,1.50 ,2.10 ,P01,0,-3.54,-7.54,-32.3,-3.12,-6.06,-30.2,,,,,,,,,46117072-7807-4F46-9217-2DD43D696B5E,
1926,Door,AD495B33-3D20-E48B-68DE-A47140CBEE7E,,1.57 ,2.10 ,P01,0,-2.45,-13.73,10.4,-0.9,-13.29,12.5,,,,,,,,,090B44B5-3665-C1B6-DB64-EC00FA0176C9,
1927,Door,A5AE7400-1949-3F73-94EB-5D23BA4B991C,,2.20 ,2.10 ,P01,0,-3.09,-10.31,10.4,-2.47,-8.06,12.5,,,,,,,,,74CDCF83-728A-EF3B-D6C4-61C220C6FAE0,
1928,Door,83C2DC8D-7C47-8112-BED0-3E6492AB97A4,,1.50 ,2.10 ,P01,0,-3.54,-7.54,10.4,-3.12,-6.06,12.5,,,,,,,,,74CDCF83-728A-EF3B-D6C4-61C220C6FAE0,
1929,Door,B6BC833B-1893-EDF9-7150-1D31F257677F,,2.20 ,2.10 ,P01,0,-2.35,-13.54,20.0,-1.74,-11.29,22.1,,,,,,,,,10978317-1367-0566-9FB8-A08E6ECF1EE6,
1930,Door,14DC233D-4220-91DE-3A20-841B7481D127,,1.50 ,2.10 ,P01,0,-1.73,-15.54,20.0,-1.3,-14.06,22.1,,,,,,,,,10978317-1367-0566-9FB8-A08E6ECF1EE6,
1931,Door,A3C36F92-1499-CFD3-E662-0DD22448F4FE,,2.20 ,2.10 ,P01,0,1.33,-29.82,20.0,1.95,-27.57,22.1,,,,,,,,,78470A0C-A30F-47A5-0A93-5D720534F985,
1932,Door,A11C9DE0-A35F-07B8-4D50-AE21BFE6F5FA,,1.50 ,2.10 ,P01,0,0.88,-27.05,20.0,1.3,-25.57,22.1,,,,,,,,,78470A0C-A30F-47A5-0A93-5D720534F985,
1933,Door,F83F1273-291B-FA56-D06F-69213FA92529,,2.20 ,2.10 ,P01,0,-0.15,-23.29,20.0,0.47,-21.04,22.1,,,,,,,,,A73906B7-C1EA-C7F0-16FC-C5EA66C48F9B,
1934,Door,652A81B1-1ECF-6876-0218-AC73EFDEA44F,,1.50 ,2.10 ,P01,0,0.48,-25.3,20.0,0.9,-23.81,22.1,,,,,,,,,A73906B7-C1EA-C7F0-16FC-C5EA66C48F9B,
1935,Door,B0C6A441-0009-4D70-1F22-5C012BC50C4F,,1.57 ,2.10 ,P01,0,-1.48,-18.01,20.0,0.07,-17.57,22.1,,,,,,,,,FE30FBCD-A7CB-8DB9-6E7D-6E475A87F6AA,
1936,Door,E65BD20C-4680-A736-1F5B-287D045C9D58,,2.20 ,2.10 ,P01,0,-2.35,-13.54,29.6,-1.74,-11.29,31.7,,,,,,,,,D7889764-F4B7-7BF7-E98E-BECBFFF7DD80,
1937,Door,B48BF7F9-A4C3-A42C-7A75-14680D521A97,,1.50 ,2.10 ,P01,0,-1.73,-15.54,29.6,-1.3,-14.06,31.7,,,,,,,,,D7889764-F4B7-7BF7-E98E-BECBFFF7DD80,
1938,Door,D4BF288F-6D0D-F5DA-7A36-6FA26EEE2955,,2.20 ,2.10 ,P01,0,-3.09,-10.31,29.6,-2.47,-8.06,31.7,,,,,,,,,9FFB6FC0-AED1-3006-58EE-68E62A563E90,
1939,Door,4BE1F83B-F493-7242-D15E-5FEA9080041A,,1.50 ,2.10 ,P01,0,-3.54,-7.54,29.6,-3.12,-6.06,31.7,,,,,,,,,9FFB6FC0-AED1-3006-58EE-68E62A563E90,
1940,Door,FE712904-325A-0A98-29DC-AEAF2BDB9459,,1.57 ,2.10 ,P01,0,-4.66,-3.97,29.6,-3.11,-3.53,31.7,,,,,,,,,D9A8DE90-253D-4E54-06B0-F7AD25C9DE8B,
1941,Door,BB593EED-867D-4ECF-B675-352DF28D6C82,,2.20 ,2.10 ,P01,0,-9.92,-11.86,-35.5,-9.31,-9.61,-33.4,,,,,,,,,7AF3D114-21CE-47C6-8D2B-47D8AA921C17,
1942,Door,DEA03668-49D6-412A-A99A-EC6664EBD244,,1.50 ,2.10 ,P01,0,-10.36,-9.09,-35.5,-9.93,-7.6,-33.4,,,,,,,,,7AF3D114-21CE-47C6-8D2B-47D8AA921C17,
1943,Door,0787C971-EB6C-EC99-DF86-5FE110E2D009,,2.20 ,2.10 ,P01,0,-9.92,-11.86,16.8,-9.31,-9.61,18.9,,,,,,,,,D3A1CA73-38B7-97BC-EB38-2232FC0FB855,
1944,Door,AC38EDFB-1013-052E-53D9-323B97DCA0F9,,1.50 ,2.10 ,P01,0,-10.36,-9.09,16.8,-9.93,-7.6,18.9,,,,,,,,,D3A1CA73-38B7-97BC-EB38-2232FC0FB855,
1945,Door,B70BBB9F-CECB-4E32-952A-1A98418D4992,,2.20 ,2.10 ,P01,0,-7.71,-21.61,-38.7,-7.1,-19.36,-36.6,,,,,,,,,AD4EBDA0-5A49-45A9-9B91-8E71822BDB0A,
1946,Door,CBFBD071-0DAF-495A-99BC-22BA493FBCA2,,1.50 ,2.10 ,P01,0,-8.15,-18.84,-38.7,-7.72,-17.36,-36.6,,,,,,,,,AD4EBDA0-5A49-45A9-9B91-8E71822BDB0A,
1947,Door,E2189436-D9CE-47F4-A271-23776EC5DCEB,,2.20 ,2.10 ,P01,0,0.48,-19.76,-38.7,1.09,-17.51,-36.6,,,,,,,,,FDAEF177-235F-4753-885B-E54331176A5D,
1948,Door,C682A80A-FD88-4664-9213-CCEE7CA439DF,,0.80 ,2.10 ,P01,0,-2.68,-17.61,-38.7,-1.66,-16.56,-36.6,,,,,,,,2A958429-F151-4AA1-B5BC-1F10CFE0FBAC,86CE0ACD-C443-4087-AD27-10556E42E18B,
1949,Door,F6436FBE-0D44-90FF-AD91-48E18EFAF430,,0.80 ,2.10 ,P01,0,-2.68,-17.61,16.8,-1.66,-16.56,18.9,,,,,,,,09120E86-02F2-4186-0BB7-3B352B973C39,C92957E9-DE08-04E1-890C-22D1F1D93340,
1950,Door,5443644C-75D6-B037-8E14-C9443D328E41,,2.20 ,2.10 ,P01,0,0.48,-19.76,16.8,1.09,-17.51,18.9,,,,,,,,,D22674D0-E21F-A2B6-71F6-2786B74E052A,
1951,Door,10673D3B-2489-A8C6-FA29-FCC8933DB33A,,2.20 ,2.10 ,P01,0,-7.71,-21.61,16.8,-7.1,-19.36,18.9,,,,,,,,,A247BF78-CC92-62F1-40CD-AF6BBDA4A0A4,
1952,Door,E82CCF5A-9388-B211-ADE3-EB044B6C7977,,1.50 ,2.10 ,P01,0,-8.15,-18.84,16.8,-7.72,-17.36,18.9,,,,,,,,,A247BF78-CC92-62F1-40CD-AF6BBDA4A0A4,
1953,Door,5C8A4985-F659-0052-6269-75C110F6E02A,,0.80 ,2.10 ,P01,0,-3.2,-15.3,16.8,-2.19,-14.25,18.9,,,,,,,,5D373A73-6B60-36CA-C75E-F632FB0FD0F3,013190BA-FE10-836A-B74F-01FFF3335B60,
1954,Door,45A7C4A7-8AC3-0975-CC76-9840B162C5CC,,2.20 ,2.10 ,P01,0,-1.0,-13.23,16.8,-0.38,-10.98,18.9,,,,,,,,,296BDE8B-50A4-78B8-C3A6-45B769EB17F1,
1955,Door,4D61AD43-65E8-DC8E-517E-E8F192BBD0D8,,2.20 ,2.10 ,P01,0,-9.19,-15.09,16.8,-8.58,-12.84,18.9,,,,,,,,,450AAACF-7368-75BD-329B-E3EEBF13E1A2,
1956,Door,0A37CE31-2F00-9730-B20C-C87B4AB8CC68,,1.50 ,2.10 ,P01,0,-8.55,-17.09,16.8,-8.12,-15.6,18.9,,,,,,,,,450AAACF-7368-75BD-329B-E3EEBF13E1A2,
1957,Door,AFC346D6-18A9-4825-FBA2-7EFB94BCCA0E,,0.80 ,2.10 ,P01,0,-0.47,-27.36,16.8,0.55,-26.32,18.9,,,,,,,,305C62E4-B7B7-76C5-4928-57BCAC6B4D82,91A9D604-186E-CE67-D234-ABC4AA1B0AAF,
1958,Door,A9E664D6-1D48-B108-D833-6F971A7EB1FA,,2.20 ,2.10 ,P01,0,2.69,-29.51,16.8,3.3,-27.26,18.9,,,,,,,,,5C526B39-23DA-CA26-974C-F3C0BE52D3ED,
1959,Door,103A1458-04E8-03A5-BD96-4824CEBA8AF6,,2.20 ,2.10 ,P01,0,-5.5,-31.37,16.8,-4.89,-29.11,18.9,,,,,,,,,04AB17CB-1B1E-AA78-0C4D-1086024B3DFC,
1960,Door,B77A5854-FD78-15D2-16DC-BF2A8F701022,,1.50 ,2.10 ,P01,0,-5.94,-28.59,16.8,-5.52,-27.11,18.9,,,,,,,,,04AB17CB-1B1E-AA78-0C4D-1086024B3DFC,
1961,Door,3901F1C6-7EFC-4AF9-9853-A32BECE9F0C0,,1.34 ,2.10 ,P01,0,-4.16,-3.86,-45.1,-2.83,-3.47,-43.0,,,,,,,,,DF472A6E-84F3-4BDB-9487-A68FF010831E,
1962,Door,D4AEBC2C-2A76-A16B-B482-99A4702BB482,,1.34 ,2.10 ,P01,0,-4.16,-3.86,13.6,-2.83,-3.47,15.7,,,,,,,,,996A396B-B3B3-CA05-071E-E073AEFB6184,
