node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,embedded_door_guid,label_type,zone_stamp_guid,room_name,room_number,room_height,marker_guid,embedded_in_wall_guid
1203,Slab,140CE4DB-6486-924B-929C-E4A4C6DA235B,,,,,,SOLAIO 015,-50.95,52.42,2.21,-50.75,52.72,2.21,,,,0.0,,,,,,
1204,Slab,C89C2B24-D098-264C-A831-EF8B991003E6,,,,,,SOLAIO 015,-50.75,52.37,2.41,-50.55,52.72,2.41,,,,0.0,,,,,,
1205,Slab,DE7514C3-47DB-414E-AD05-469320EA7677,,,,,,SOLAIO 015,-54.81,49.88,0.3,-54.61,51.28,0.31,,,,0.0,,,,,,
1206,Slab,0FB0D5B6-6AA3-8240-A32F-7F11CD68AC3B,,,,,,SOLAIO 015,-50.55,52.42,2.81,-50.35,52.72,2.81,,,,0.0,,,,,,
1207,Slab,22E9E8AB-72E8-2145-8B0F-4A7EDD86A2AE,,,,,,SOLAIO 015,-54.81,49.68,0.5,-54.61,51.08,0.51,,,,0.0,,,,,,
1208,Slab,2CBEEB00-53CE-F443-AD82-C56A7C1731A8,,,,,,SOLAIO 012,-51.7,45.48,0.68,-51.38,46.15,0.69,,,,0.0,,,,,,
1209,Slab,5117E1AF-9875-304B-A1F7-F06D8E0EE8F6,,,,,,SOLAIO 015,-56.22,52.23,1.81,-55.91,52.42,1.81,,,,0.0,,,,,,
1210,Slab,8DFF68D6-757F-E244-BA01-365D9F8E98DE,,,,,,SOLAIO 015,-56.03,51.03,1.61,-55.91,51.22,1.61,,,,0.0,,,,,,
1211,Slab,F17C02F0-DD6A-204C-8443-0E3F46FE653F,,,,,,SOLAIO 015,-56.03,51.03,1.01,-55.91,51.22,1.01,,,,0.0,,,,,,
1212,Slab,0E3042FA-D0FD-9241-8B45-96C482EE546E,,,,,,SOLAIO 015,-56.22,50.23,1.71,-55.91,50.42,1.71,,,,0.0,,,,,,
1213,Slab,6CF1C96C-C2D3-FE4D-9610-F13D1E8BA4B9,,,,,,SOLAIO 015,-56.22,50.93,0.11,-55.96,51.02,0.11,,,,0.0,,,,,,
1214,Slab,BCA48EBF-25CA-1C41-BD10-CD27007D4D00,,,,,,SOLAIO 015,-56.22,48.03,0.21,-55.96,48.22,0.21,,,,0.0,,,,,,
1215,Slab,B163BE0A-3A80-C94F-BDE8-1AC885837332,,,,,,SOLAIO 015,-56.22,48.03,0.41,-55.91,48.22,0.41,,,,0.0,,,,,,
1216,Slab,F5F8C720-7FA0-F544-905E-3C61DAABC40B,,,,,,SOLAIO 015,-56.22,49.23,0.61,-55.91,49.62,0.61,,,,0.0,,,,,,
1217,Slab,7D811AD2-4158-1F46-9FC3-6354A8A14EB7,,,,,,SOLAIO 015,-56.22,48.03,1.21,-55.91,48.22,1.21,,,,0.0,,,,,,
1218,Slab,EC314B9D-F696-4548-BED7-6364C2D02389,,,,,,SOLAIO 015,-56.22,48.03,1.61,-55.91,48.22,1.61,,,,0.0,,,,,,
1219,Slab,40BD643B-A7D6-9044-8B5B-FB27B8E95249,,,,,,SOLAIO 015,-56.22,48.03,1.81,-55.91,48.22,1.81,,,,0.0,,,,,,
1220,Slab,CB47C356-6F02-BC4D-9B41-D8231003BDB7,,,,,,SOLAIO 015,-56.17,48.03,2.01,-55.96,48.22,2.2,,,,0.0,,,,,,
1221,Slab,AF3DD6C2-C602-374C-9E83-7836B6D5E622,,,,,,SOLAIO 015,-56.22,49.63,0.21,-55.96,49.82,0.31,,,,0.0,,,,,,
1222,Slab,4B9F6A68-9A9A-0B4C-80DA-8AA426114845,,,,,,SOLAIO 015,-56.22,48.23,0.41,-55.91,48.42,0.41,,,,0.0,,,,,,
1223,Slab,C534ECE1-3C50-E14E-BA64-E1260F294473,,,,,,SOLAIO 015,-56.22,48.23,0.61,-55.81,48.42,0.7,,,,0.0,,,,,,
1224,Slab,CC6CD337-D8ED-3A42-A617-0ABC9755EA8C,,,,,,SOLAIO 015,-56.22,48.23,1.41,-55.91,48.42,1.41,,,,0.0,,,,,,
1225,Slab,925D9F65-1793-6548-B2A8-DD586E8E46E8,,,,,,SOLAIO 015,-56.22,49.63,1.41,-55.81,49.82,1.41,,,,0.0,,,,,,
1226,Slab,B1D2233F-246A-3648-B9A4-5D737F69EF29,,,,,,SOLAIO 015,-56.22,48.23,2.01,-55.91,48.42,2.01,,,,0.0,,,,,,
1227,Slab,68FE5D9B-1D50-0E4C-A094-F650D623D312,,,,,,SOLAIO 015,-56.22,48.23,2.41,-55.81,48.42,2.41,,,,0.0,,,,,,
1228,Slab,0B077689-042C-5E4E-9D20-EE95790ABB70,,,,,,SOLAIO 015,-56.17,48.43,1.01,-55.96,48.62,1.01,,,,0.0,,,,,,
1229,Slab,70BE8D34-B590-9046-8534-960BA95EA717,,,,,,SOLAIO 015,-56.22,48.43,1.61,-55.81,48.62,1.61,,,,0.0,,,,,,
1230,Slab,72597369-B3FA-B740-A8B4-3901F6B6D71F,,,,,,SOLAIO 015,-56.22,48.43,1.81,-55.91,48.62,1.81,,,,0.0,,,,,,
1231,Slab,03C3E3C8-5769-3045-8016-B32402171695,,,,,,SOLAIO 015,-56.22,48.63,0.21,-55.96,48.82,0.21,,,,0.0,,,,,,
1232,Slab,3A749E99-EC49-A147-8086-C67B33C5DD12,,,,,,SOLAIO 015,-56.22,48.63,0.41,-55.91,48.82,0.41,,,,0.0,,,,,,
1233,Slab,8B17DF18-E2DE-0845-8FA4-D1CC0021F3B4,,,,,,SOLAIO 015,-56.22,48.63,0.61,-55.91,48.82,0.61,,,,0.0,,,,,,
1234,Slab,4E253D56-36CE-054A-9738-F0602C37A99E,,,,,,SOLAIO 015,-56.22,49.03,2.01,-55.91,49.22,2.01,,,,0.0,,,,,,
1235,Slab,6041EC7F-44EE-1F4B-8FF6-34BF7DB39264,,,,,,SOLAIO 015,-56.22,48.63,2.01,-55.91,48.82,2.01,,,,0.0,,,,,,
1236,Slab,CC552DA0-58C0-0F44-83CC-2FC8390F9D7B,,,,,,SOLAIO 015,-56.22,49.63,1.81,-55.91,49.82,1.9,,,,0.0,,,,,,
1237,Slab,878407DE-3FF9-0146-A565-E2CA9E52CBE0,,,,,,SOLAIO 015,-56.22,48.63,2.61,-55.91,48.82,2.61,,,,0.0,,,,,,
1238,Slab,2C8A48E8-DF11-1747-8E41-634A4E11FB53,,,,,,SOLAIO 015,-56.22,48.83,0.41,-55.91,49.02,0.41,,,,0.0,,,,,,
1239,Slab,511F5DDE-8429-024D-A8A3-19B3EF08800C,,,,,,SOLAIO 015,-56.22,48.83,0.81,-55.91,49.02,0.81,,,,0.0,,,,,,
1240,Slab,64E275E5-FAFC-DD4E-92D9-329A2637D01E,,,,,,SOLAIO 015,-56.22,48.83,1.01,-55.91,49.02,1.01,,,,0.0,,,,,,
1241,Slab,5FF07B7E-6016-9A42-8246-02B480B9AA7A,,,,,,SOLAIO 015,-56.22,48.83,1.21,-55.91,49.02,1.21,,,,0.0,,,,,,
1242,Slab,439A8AA6-37E5-734C-9A08-1A0CA7F21D00,,,,,,SOLAIO 015,-56.22,48.83,1.41,-55.91,49.02,1.41,,,,0.0,,,,,,
1243,Slab,B198C087-8E5A-7544-A3BE-93EE368DCBC9,,,,,,SOLAIO 015,-56.22,49.23,1.01,-55.91,49.62,1.2,,,,0.0,,,,,,
1244,Slab,8D62D7D9-9275-774B-9E57-43FF36E05D69,,,,,,SOLAIO 015,-56.22,48.83,1.81,-55.91,49.02,1.81,,,,0.0,,,,,,
1245,Slab,FBF5852D-3CD3-BD48-AD1B-BF431E6C489B,,,,,,SOLAIO 015,-56.22,48.83,2.01,-55.91,49.02,2.01,,,,0.0,,,,,,
1246,Slab,EB16EF4C-B8B8-3943-A555-5219A997CEA6,,,,,,SOLAIO 015,-56.22,48.83,2.41,-55.91,49.02,2.41,,,,0.0,,,,,,
1247,Slab,C3903E29-AB09-C545-A767-F937D437CF83,,,,,,SOLAIO 015,-56.22,49.03,0.21,-55.96,49.22,0.21,,,,0.0,,,,,,
1248,Slab,7E3A6203-D41B-3F4F-867A-2317824145E7,,,,,,SOLAIO 015,-56.22,49.03,0.41,-55.91,49.22,0.41,,,,0.0,,,,,,
1249,Slab,B17A1774-14AE-5548-AB55-5D7B2FC523AB,,,,,,SOLAIO 015,-56.22,49.03,0.61,-55.91,49.22,0.61,,,,0.0,,,,,,
1250,Slab,F1C0A2C7-A937-8640-9141-C34A96D8FB92,,,,,,SOLAIO 015,-56.22,49.03,0.81,-55.91,49.22,0.81,,,,0.0,,,,,,
1251,Slab,5A8F6501-6423-8449-A3E8-86AC93543014,,,,,,SOLAIO 015,-56.22,49.03,1.81,-55.91,49.22,1.81,,,,0.0,,,,,,
1252,Slab,D991DE02-9AB2-5E48-8957-9358E8863650,,,,,,SOLAIO 015,-56.22,50.53,0.11,-55.96,50.62,0.11,,,,0.0,,,,,,
1253,Slab,3FB72954-7D4B-8341-89FE-1BCEDA43CCE8,,,,,,SOLAIO 015,-56.27,52.23,0.41,-55.96,52.42,0.41,,,,0.0,,,,,,
1254,Slab,D296B3C8-8DA8-8B49-9893-61C1557145EB,,,,,,SOLAIO 015,-56.22,50.53,0.41,-55.91,50.62,0.41,,,,0.0,,,,,,
1255,Slab,40152900-107F-5342-86C6-E165A2E487D6,,,,,,SOLAIO 015,-56.22,50.53,0.61,-55.91,50.62,0.61,,,,0.0,,,,,,
1256,Slab,E8D28760-3365-B146-AA24-5EF8544AD07E,,,,,,SOLAIO 015,-56.22,50.53,0.71,-55.91,50.62,0.71,,,,0.0,,,,,,
1257,Slab,025FCD56-F7ED-7D4D-891C-933701F8382C,,,,,,SOLAIO 015,-56.03,51.03,0.81,-55.81,51.22,0.81,,,,0.0,,,,,,
1258,Slab,2C617AB1-64CE-F146-AB42-7E2D25114CBE,,,,,,SOLAIO 015,-56.22,50.53,1.01,-55.81,50.62,1.1,,,,0.0,,,,,,
1259,Slab,C2804340-CE77-9E47-95FC-C032EB51783E,,,,,,SOLAIO 015,-56.03,51.23,1.01,-55.91,51.42,1.01,,,,0.0,,,,,,
1260,Slab,456978DF-5351-054C-B9B0-0BD47211D752,,,,,,SOLAIO 015,-56.03,51.03,2.01,-55.81,51.22,2.01,,,,0.0,,,,,,
1261,Slab,481BA3C5-39F4-9E47-BA8C-58A9F878D96F,,,,,,SOLAIO 015,-56.22,50.53,1.71,-55.91,50.62,1.71,,,,0.0,,,,,,
1262,Slab,FE057B4B-75B7-054B-8695-1143550EF48E,,,,,,SOLAIO 015,-56.22,50.53,1.81,-55.91,50.62,1.81,,,,0.0,,,,,,
1263,Slab,1AA56FAC-62BF-1A42-A411-C8DAE55B47C3,,,,,,SOLAIO 015,-56.22,52.43,0.81,-55.91,52.62,0.81,,,,0.0,,,,,,
1264,Slab,FF56CF38-709B-4041-8B00-0FCA392E4347,,,,,,SOLAIO 015,-56.22,50.53,2.01,-55.91,50.62,2.01,,,,0.0,,,,,,
1265,Slab,937FFE0A-5960-4440-A80F-7826BA8FB36D,,,,,,SOLAIO 015,-56.22,52.43,1.21,-55.91,52.62,1.21,,,,0.0,,,,,,
1266,Slab,380412BF-3CF2-CA40-A708-141C6F7442C4,,,,,,SOLAIO 015,-56.35,55.63,1.41,-55.91,55.82,1.41,,,,0.0,,,,,,
1267,Slab,387415B9-1A53-294E-83BC-23A4E920D042,,,,,,SOLAIO 015,-56.22,52.23,1.41,-55.91,52.42,1.41,,,,0.0,,,,,,
1268,Slab,FAF8F20C-3A82-7047-8A03-A74930BB850A,,,,,,SOLAIO 015,-56.22,50.23,1.81,-55.91,50.42,1.81,,,,0.0,,,,,,
1269,Slab,BA193503-9B9E-AD43-8CDA-F74AD12CA750,,,,,,SOLAIO 015,-56.22,50.43,1.21,-55.91,50.52,1.21,,,,0.0,,,,,,
1270,Slab,AA633EBF-0255-9341-8A18-5C8ECC86CF2D,,,,,,SOLAIO 015,-56.22,50.43,1.41,-55.91,50.52,1.41,,,,0.0,,,,,,
1271,Slab,78B6563C-80CB-0446-8693-0F8D767A2A3A,,,,,,SOLAIO 015,-56.22,50.43,1.51,-55.91,50.52,1.51,,,,0.0,,,,,,
1272,Slab,1549527D-76F5-B64B-A31F-9AC6C9274E78,,,,,,SOLAIO 015,-56.22,50.43,1.61,-55.91,50.52,1.61,,,,0.0,,,,,,
1273,Slab,F95BD27E-4A93-C144-A66D-C46BAE081643,,,,,,SOLAIO 015,-56.22,52.43,1.01,-55.91,52.62,1.01,,,,0.0,,,,,,
1274,Slab,C6DF2FBB-CB52-CD49-8EEE-AF41EB53653A,,,,,,SOLAIO 015,-56.22,50.43,1.91,-55.91,50.52,1.91,,,,0.0,,,,,,
1275,Slab,270F1584-6B27-B64E-BB04-C6A6B7660AA4,,,,,,SOLAIO 015,-56.22,50.43,2.31,-55.91,50.52,2.31,,,,0.0,,,,,,
1276,Slab,C1876153-0FDB-D94E-B964-4C618CE8766B,,,,,,SOLAIO 015,-56.22,52.23,1.21,-55.91,52.42,1.21,,,,0.0,,,,,,
1277,Slab,FCFB37BC-10B9-BD41-B05D-E450D290E521,,,,,,SOLAIO 015,-56.22,50.73,2.71,-55.91,50.82,2.71,,,,0.0,,,,,,
1278,Slab,82DCDC33-0158-7C46-9610-B8160FD9B2C8,,,,,,SOLAIO 015,-56.27,52.63,0.41,-55.96,52.82,0.41,,,,0.0,,,,,,
1279,Slab,53419788-447C-8349-8791-E1A57B499A1C,,,,,,SOLAIO 015,-56.22,50.73,0.11,-55.96,50.82,0.11,,,,0.0,,,,,,
1280,Slab,ABF6A1BF-8E24-094D-98CA-BD1F1A3EBBFA,,,,,,SOLAIO 015,-56.22,50.23,1.91,-55.91,50.42,1.91,,,,0.0,,,,,,
1281,Slab,1265D87E-42AE-2947-AE7C-6D310D574F42,,,,,,SOLAIO 015,-56.35,55.03,1.01,-55.91,55.22,1.01,,,,0.0,,,,,,
1282,Slab,73109B85-9C23-964C-8330-F6602709F27E,,,,,,SOLAIO 015,-53.41,56.88,0.81,-53.21,57.29,0.81,,,,0.0,,,,,,
1283,Slab,596ABB27-22DC-0945-809A-DDA1F564F5A6,,,,,,SOLAIO 015,-56.22,50.73,1.01,-55.91,50.82,1.01,,,,0.0,,,,,,
1284,Slab,1A414B72-1E22-7B40-B2B0-97795B740947,,,,,,SOLAIO 015,-56.22,50.73,1.11,-55.91,50.82,1.11,,,,0.0,,,,,,
1285,Slab,4FC10EB1-D242-3A4C-B4B5-4A265693CBFC,,,,,,SOLAIO 015,-56.22,50.73,1.41,-55.91,50.82,1.41,,,,0.0,,,,,,
1286,Slab,D42A9D1F-CB14-DE4A-A751-354E11A4D7BC,,,,,,SOLAIO 015,-56.22,50.73,1.81,-55.91,50.82,1.81,,,,0.0,,,,,,
1287,Slab,D39AAF3C-D511-E746-9724-61225A934117,,,,,,SOLAIO 015,-56.22,52.63,0.61,-55.91,52.82,0.61,,,,0.0,,,,,,
1288,Slab,CFD6B9E4-0DA9-D142-BAE4-7B3E8DFC580F,,,,,,SOLAIO 015,-56.22,50.23,2.01,-55.91,50.42,2.01,,,,0.0,,,,,,
1289,Slab,23991712-DD39-E546-A7F2-18B335552E80,,,,,,SOLAIO 015,-56.22,50.63,0.21,-55.96,50.72,0.21,,,,0.0,,,,,,
1290,Slab,08F49F21-14A2-E44B-B8B2-DD1BA7293748,,,,,,SOLAIO 015,-56.22,50.63,0.51,-55.91,50.72,0.51,,,,0.0,,,,,,
1291,Slab,405C2C1C-13A5-3C47-ADF3-4F80F12B2029,,,,,,SOLAIO 015,-56.17,53.23,0.71,-55.81,53.32,0.8,,,,0.0,,,,,,
1292,Slab,35010B25-7F7A-1D47-9091-A5847A74CFB6,,,,,,SOLAIO 015,-56.35,55.63,0.61,-55.91,55.82,0.61,,,,0.0,,,,,,
1293,Slab,8B8681A1-9C0D-6B43-9373-542E4074DF5D,,,,,,SOLAIO 015,-56.22,50.63,0.81,-55.91,50.72,0.81,,,,0.0,,,,,,
1294,Slab,1294D54F-AFE6-904C-A416-66A77D29EB53,,,,,,SOLAIO 015,-56.22,50.23,0.91,-55.91,50.42,0.91,,,,0.0,,,,,,
1295,Slab,DA8D6AF8-AC16-0145-B31D-EE34CE04FAC1,,,,,,SOLAIO 015,-56.22,50.63,1.21,-55.91,50.72,1.21,,,,0.0,,,,,,
1296,Slab,8521E53D-A9E8-F34E-BD43-76D8899311A8,,,,,,SOLAIO 015,-56.03,51.23,1.21,-55.91,51.42,1.21,,,,0.0,,,,,,
1297,Slab,FBF04AE7-5756-6049-AAD5-A1C852E02B82,,,,,,SOLAIO 015,-56.22,50.63,1.51,-55.81,50.72,1.51,,,,0.0,,,,,,
1298,Slab,A21EA27F-5D86-7445-8E37-7D4830C11C8F,,,,,,SOLAIO 015,-56.22,50.63,1.61,-55.91,50.72,1.61,,,,0.0,,,,,,
1299,Slab,CC5ED347-3C82-184D-B416-D3038D28F2E0,,,,,,SOLAIO 015,-56.35,55.43,1.01,-55.91,55.62,1.01,,,,0.0,,,,,,
1300,Slab,746874FF-C558-044E-B70B-0876310D8252,,,,,,SOLAIO 015,-56.22,50.23,1.21,-55.91,50.42,1.21,,,,0.0,,,,,,
1301,Slab,B665FF4F-5B6B-1946-8F9B-5D91A70018E9,,,,,,SOLAIO 015,-56.22,50.63,1.91,-55.91,50.72,1.91,,,,0.0,,,,,,
1302,Slab,0D77F76E-B70A-614E-82FD-3CFB37C53D26,,,,,,SOLAIO 015,-56.17,53.13,2.61,-55.81,53.22,2.7,,,,0.0,,,,,,
1303,Slab,101D825E-DEBC-F242-A7F3-11490603D92E,,,,,,SOLAIO 015,-56.22,50.63,2.21,-55.91,50.72,2.21,,,,0.0,,,,,,
1304,Slab,1AD34202-4309-AF4D-B5B4-9D9EF979A7B4,,,,,,SOLAIO 015,-56.22,52.43,1.41,-55.91,52.62,1.41,,,,0.0,,,,,,
1305,Slab,93E298D8-6BF5-0243-920D-AEABCFD6BBBD,,,,,,SOLAIO 015,-56.22,52.63,0.81,-55.91,52.82,0.81,,,,0.0,,,,,,
1306,Slab,35359607-6EB4-A64D-89B0-6C9B01C7B08B,,,,,,SOLAIO 015,-56.22,50.93,0.21,-55.96,51.02,0.21,,,,0.0,,,,,,
1307,Slab,12705C5A-ED3B-2D4C-A35E-5ABF3C1E7833,,,,,,SOLAIO 015,-56.21,50.93,0.41,-55.91,51.02,0.41,,,,0.0,,,,,,
1308,Slab,52753430-8A0A-704F-B1B9-C60A1AD018EA,,,,,,SOLAIO 015,-56.21,50.93,0.91,-55.91,51.02,0.91,,,,0.0,,,,,,
1309,Slab,59A98767-641E-8C4A-9911-9E52D07121EF,,,,,,SOLAIO 015,-56.21,50.93,1.11,-55.91,51.02,1.11,,,,0.0,,,,,,
1310,Slab,A40461ED-68C0-E445-A6F3-F777075260D2,,,,,,SOLAIO 015,-56.21,50.93,1.41,-55.91,51.02,1.41,,,,0.0,,,,,,
1311,Slab,59532F5E-45A4-D240-8786-61159CD964DB,,,,,,SOLAIO 015,-56.21,50.93,1.51,-55.91,51.02,1.51,,,,0.0,,,,,,
1312,Slab,616C85CC-9605-8A4F-A495-AD414AD8065F,,,,,,SOLAIO 015,-56.22,52.23,2.61,-55.91,52.42,2.61,,,,0.0,,,,,,
1313,Slab,E31FD9C2-6EB9-6248-836B-0480799A688C,,,,,,SOLAIO 015,-56.21,50.93,1.81,-55.91,51.02,1.81,,,,0.0,,,,,,
1314,Slab,B161EBA0-2F7C-D843-8AE2-05685A41948B,,,,,,SOLAIO 015,-56.21,50.93,2.11,-55.91,51.02,2.11,,,,0.0,,,,,,
1315,Slab,110E22C3-2D33-6B49-BEA7-3D635B3A85A3,,,,,,SOLAIO 015,-56.27,52.63,0.21,-55.96,52.82,0.21,,,,0.0,,,,,,
1316,Slab,B3FBB4D2-F0F4-CF4C-89DB-E8450A016D03,,,,,,SOLAIO 015,-56.22,50.83,0.31,-55.96,50.92,0.31,,,,0.0,,,,,,
1317,Slab,FA32380B-9290-254F-B70B-90A6AD92129C,,,,,,SOLAIO 015,-56.21,50.83,0.61,-55.91,50.92,0.61,,,,0.0,,,,,,
1318,Slab,181AA74E-7FF9-D747-8EA7-31059D22534B,,,,,,SOLAIO 015,-56.27,52.23,0.21,-55.96,52.42,0.21,,,,0.0,,,,,,
1319,Slab,48A3811B-45A1-6E4C-82B8-0841811F0D4D,,,,,,SOLAIO 015,-56.21,50.83,1.01,-55.91,50.92,1.01,,,,0.0,,,,,,
1320,Slab,C2E271CE-7F0E-2540-8734-F2966A4118E8,,,,,,SOLAIO 015,-56.21,50.83,1.21,-55.91,50.92,1.21,,,,0.0,,,,,,
1321,Slab,03AB9F84-5B77-2947-8F8F-7478E44FBF3D,,,,,,SOLAIO 015,-56.21,50.83,1.31,-55.91,50.92,1.31,,,,0.0,,,,,,
1322,Slab,508BEF64-F7AF-014A-8052-4FF289B0D4F9,,,,,,SOLAIO 015,-56.21,50.83,1.61,-55.81,50.92,1.7,,,,0.0,,,,,,
1323,Slab,4E1855A5-6EA8-EE46-9219-584B8C057E60,,,,,,SOLAIO 015,-56.27,52.43,0.21,-55.96,52.62,0.21,,,,0.0,,,,,,
1324,Slab,968A66D5-1390-8942-A9AC-68B02F487F02,,,,,,SOLAIO 015,-56.21,50.83,1.91,-55.91,50.92,1.91,,,,0.0,,,,,,
1325,Slab,DFF312BC-4A89-534D-8544-6C732117A84F,,,,,,SOLAIO 015,-56.22,50.03,2.61,-55.91,50.22,2.61,,,,0.0,,,,,,
1326,Slab,53262C20-557B-3541-8938-C68FB72BE8CB,,,,,,SOLAIO 015,-56.22,52.63,1.01,-55.91,52.82,1.01,,,,0.0,,,,,,
1327,Slab,DC0840DB-1EF0-5144-910E-480A63543155,,,,,,SOLAIO 015,-56.22,52.63,1.21,-55.91,52.82,1.21,,,,0.0,,,,,,
1328,Slab,D06D0A4E-85CF-7543-AE5B-039AB2CD9792,,,,,,SOLAIO 015,-56.17,53.23,1.41,-55.81,53.32,1.5,,,,0.0,,,,,,
1329,Slab,88468699-E546-474F-9D29-417E283EE8E2,,,,,,SOLAIO 015,-56.22,50.03,0.21,-55.96,50.22,0.21,,,,0.0,,,,,,
1330,Slab,9D0EEAD0-D219-1846-A83C-A78B9FF53F71,,,,,,SOLAIO 015,-56.22,50.03,0.31,-55.91,50.22,0.31,,,,0.0,,,,,,
1331,Slab,55DCDB54-9F60-0D49-A859-D406390C81BC,,,,,,SOLAIO 015,-56.22,50.03,0.61,-55.91,50.22,0.61,,,,0.0,,,,,,
1332,Slab,2A9F56E9-4538-9A4A-8C74-36356FA22D2B,,,,,,SOLAIO 015,-56.22,50.03,0.71,-55.91,50.22,0.71,,,,0.0,,,,,,
1333,Slab,9F8D3CD7-777C-E04F-9F28-9FA006D6714D,,,,,,SOLAIO 015,-56.03,51.23,1.81,-55.91,51.42,1.81,,,,0.0,,,,,,
1334,Slab,A9770616-9E7B-8446-8E27-29055396794C,,,,,,SOLAIO 015,-56.22,50.03,1.01,-55.91,50.22,1.01,,,,0.0,,,,,,
1335,Slab,31A143E7-4E2F-4A4E-98D3-7F89B5701569,,,,,,SOLAIO 015,-56.22,50.03,1.11,-55.91,50.22,1.11,,,,0.0,,,,,,
1336,Slab,21E1CB53-ACA3-2D41-9D42-0896541C8CF8,,,,,,SOLAIO 015,-56.35,55.63,1.01,-55.81,55.82,1.01,,,,0.0,,,,,,
1337,Slab,FAA9B79B-488C-254B-B8C5-880CE3386A67,,,,,,SOLAIO 015,-56.22,50.03,1.31,-55.91,50.22,1.31,,,,0.0,,,,,,
1338,Slab,C2257682-6BFF-2D4A-A720-9E00BD459E60,,,,,,SOLAIO 015,-56.22,50.03,1.41,-55.91,50.22,1.41,,,,0.0,,,,,,
1339,Slab,BBF2333B-90F3-524C-8A0B-4012763E7CD8,,,,,,SOLAIO 015,-56.22,50.03,1.61,-55.91,50.22,1.61,,,,0.0,,,,,,
1340,Slab,9DDF0957-9DCF-DC41-A632-D24EC404B5D2,,,,,,SOLAIO 015,-56.27,52.43,0.41,-55.96,52.62,0.41,,,,0.0,,,,,,
1341,Slab,4F3A5CF4-5B1F-7B4A-B6B3-E5E486D11138,,,,,,SOLAIO 015,-56.22,50.23,0.81,-55.91,50.42,0.81,,,,0.0,,,,,,
1342,Slab,D4C29FF2-9E50-E74B-8A65-08E14DE8AE15,,,,,,SOLAIO 015,-56.17,53.33,2.21,-55.81,53.42,2.3,,,,0.0,,,,,,
1343,Slab,54450DB1-6DB3-E740-B5BA-89454DB292C5,,,,,,SOLAIO 015,-56.22,49.83,0.11,-55.96,50.02,0.11,,,,0.0,,,,,,
1344,Slab,FFE7BEDF-68CA-2F4B-B213-8E7B2CB4B0B1,,,,,,SOLAIO 015,-56.35,53.63,1.21,-55.96,53.82,1.21,,,,0.0,,,,,,
1345,Slab,0FDEC2B7-EE83-7645-B57D-D18CB75B9730,,,,,,SOLAIO 015,-56.35,53.63,1.81,-55.91,53.82,1.81,,,,0.0,,,,,,
1346,Slab,F5E3126D-87C0-8F4F-A7EE-D5D48CB2BE1F,,,,,,SOLAIO 015,-56.22,49.83,0.41,-55.91,50.02,0.41,,,,0.0,,,,,,
1347,Slab,D9CCEA89-E647-6846-92C9-10015C260B6D,,,,,,SOLAIO 015,-56.22,49.83,0.51,-55.91,50.02,0.51,,,,0.0,,,,,,
1348,Slab,F1069070-E7ED-EC4E-9B88-59C6D92C4F78,,,,,,SOLAIO 015,-56.22,50.23,0.21,-55.96,50.42,0.21,,,,0.0,,,,,,
1349,Slab,2FABF6B4-F3AC-B045-ADE5-A6640548D81F,,,,,,SOLAIO 015,-56.22,49.83,0.71,-55.91,50.02,0.71,,,,0.0,,,,,,
1350,Slab,5EACFB4F-F0A2-3147-9133-07140215A222,,,,,,SOLAIO 015,-56.22,49.83,0.81,-55.91,50.02,0.81,,,,0.0,,,,,,
1351,Slab,A6A22784-E1A8-0744-9A74-33ADF8DFF068,,,,,,SOLAIO 015,-56.22,49.83,1.01,-55.91,50.02,1.01,,,,0.0,,,,,,
1352,Slab,271E9DD8-D0F5-9247-929D-30FD532DF545,,,,,,SOLAIO 015,-56.22,52.23,0.61,-55.91,52.42,0.61,,,,0.0,,,,,,
1353,Slab,07F85D07-7796-9D4E-BD5A-4A437352F5E0,,,,,,SOLAIO 015,-56.22,50.23,0.41,-55.91,50.42,0.41,,,,0.0,,,,,,
1354,Slab,F9EBE172-25D4-074E-BE7C-95B1BD9F32EA,,,,,,SOLAIO 015,-56.22,50.23,0.51,-55.91,50.42,0.51,,,,0.0,,,,,,
1355,Slab,002A8A68-2284-EA4B-99EB-96EC1B26CDD4,,,,,,SOLAIO 015,-56.22,49.83,1.41,-55.91,50.02,1.41,,,,0.0,,,,,,
1356,Slab,07FF859A-060B-FD4C-9970-48510255E086,,,,,,SOLAIO 015,-56.22,49.83,1.51,-55.91,50.02,1.51,,,,0.0,,,,,,
1357,Slab,FF8B429B-3BE8-194C-9D86-8518A4A1CAC0,,,,,,SOLAIO 015,-56.22,50.23,2.71,-55.91,50.42,2.71,,,,0.0,,,,,,
1358,Slab,88248C8E-A4FE-F649-B4B0-C2134C383F05,,,,,,SOLAIO 015,-56.22,49.83,1.71,-55.91,50.02,1.71,,,,0.0,,,,,,
1359,Slab,49D5FAF3-ACBF-964C-AF0A-5E983EEE9716,,,,,,SOLAIO 015,-56.22,49.83,1.81,-55.91,50.02,1.81,,,,0.0,,,,,,
1360,Slab,0C134795-4147-4E48-BB88-B74EB256847D,,,,,,SOLAIO 015,-56.22,49.83,1.91,-55.91,50.02,1.91,,,,0.0,,,,,,
